time,fast_mixing,slow_mixing,finite_recurrence
0.0,0.55,0.55,0.55
0.2003338898163606,0.5413196449966284,0.5472910763866529,0.5482538495628964
0.4006677796327212,0.5329056498678093,0.5446731180150195,0.5469792834210064
0.6010016694490818,0.5247539648572367,0.5421454598573124,0.5461704174972091
0.8013355592654424,0.5168597771254951,0.5397072905273806,0.5458190061011212
1.001669449081803,0.5092175296528677,0.5373576541910619,0.5459144921744836
1.2020033388981637,0.5018209450808139,0.5350954527515498,0.5464440693798761
1.4023372287145242,0.49466305431984486,0.5329194483046473,0.5473927556724156
1.6026711185308848,0.4877362297215795,0.5308282658582727,0.5487434779356045
1.8030050083472455,0.4810322225842116,0.5288203963100895,0.5504771672063814
2.003338898163606,0.4745422047336347,0.5268941996766494,0.5525728639609516
2.2036727879799667,0.4682568138972242,0.5250479085669709,0.5550078328824174
2.4040066777963274,0.4621662025639269,0.5232796318930217,0.5577576864838386
2.604340567612688,0.45626009000299106,0.521587358809142,0.5607965169163701
2.8046744574290483,0.4505278170945247,0.519968962872022,0.5640970352517598
3.005008347245409,0.4449584036082073,0.5184222064124485,0.5676307174919515
3.2053422370617697,0.4395406075520022,0.5169447451096517,0.5713679565259858
3.4056761268781304,0.43426298620070447,0.5155341327587172,0.5752782192260094
3.606010016694491,0.42911395840469446,0.5141878262211881,0.5793302078500954
3.8063439065108513,0.42408186777238216,0.5129031905486557,0.5834920248998754
4.006677796327212,0.4191550463155806,0.5116775042688307,0.5877313405657705
4.207011686143573,0.41432187814543786,0.5105079648233133,0.5920155618819432
4.407345575959933,0.4095708628075981,0.509391694146011,0.5963120027070221
4.607679465776294,0.4048906778489408,0.5083257443709235,0.6005880536451964
4.808013355592655,0.4002702402145166,0.5073071036577929,0.6048113510254124
5.008347245409015,0.39569876608213106,0.5063327021239287,0.6089499440641271
5.208681135225376,0.3911658287533372,0.505399417870348,0.6129724593493022
5.409015025041736,0.3866614142333244,0.5045040830902251,0.6168482617999903
5.609348914858097,0.38217597414821863,0.5036434902475228,0.6205476112768825
5.809682804674457,0.3777004756665476,0.5028143983135844,0.6240418140444035
6.010016694490818,0.37322644811193334,0.5020135390493856,0.6273033683142408
6.210350584307179,0.3687460259763254,0.5012376233211014,0.6303061031333941
6.410684474123539,0.3642519880671331,0.5004833474366155,0.6330253099167548
6.6110183639399,0.35973779254728877,0.49974739949060004,0.6354378659646628
6.811352253756261,0.3551976076544095,0.49902646570581355,0.6375223493496249
7.011686143572621,0.3506263379136469,0.4983172367583175,0.6392591446031709
7.212020033388982,0.34601964568832977,0.4976164140743751,0.6406305386834237
7.412353923205343,0.3413739679429251,0.496920716086897,0.6416208067560961
7.612687813021703,0.3366865281239727,0.49622688443941104,0.6422162873760249
7.813021702838063,0.33195534309627767,0.4955316901256766,0.6424054467127197
8.013355592654424,0.32717922510358005,0.4948319395532257,0.6421789315214452
8.213689482470786,0.322357778754946,0.4941244805192971,0.6415296106207546
8.414023372287145,0.31749139307004176,0.49340620808784097,0.6404526046978509
8.614357262103505,0.31258122864805105,0.4926740703564945,0.6389453043243365
8.814691151919867,0.30762920005608263,0.4919250741026809,0.6370073761265229
9.015025041736227,0.3026379535632813,0.49115629029825464,0.6346407571161562
9.215358931552588,0.2976108403763209,0.49036485948240327,0.6318496372488928
9.415692821368948,0.2925518855603262,0.48954799698282325,0.6286404303387754
9.61602671118531,0.28746575285636916,0.4887029979755165,0.6250217335170201
9.81636060100167,0.2823577056323472,0.4878272423738972,0.6210042754823186
10.01669449081803,0.27723356422810047,0.486918199538259,0.6166008538472741
10.21702838063439,0.27209965997794383,0.48597343279703165,0.611826261941245
10.417362270450752,0.26696278621419994,0.4849906037716474,0.606697205483469
10.617696160267112,0.26183014657373715,0.48396747649724675,0.601232209591629
10.818030050083472,0.25670930094579514,0.4829019213318723,0.5954515166397204
11.018363939899833,0.25160810941345046,0.48179191864723664,0.5893769755249542
11.218697829716193,0.2465346745528321,0.4806355622945923,0.583031922946265
11.419031719532555,0.24149728246358526,0.47943106283969344,0.5764410573365386
11.619365609348915,0.2365043429110481,0.4781767505613043,0.5696303061267786
11.819699499165276,0.23156432896510362,0.4768710782081854,0.5626266870528875
12.020033388981636,0.22668571652269393,0.4755126235099764,0.5554581642444044
12.220367278797998,0.22187692410051107,0.47410009143788456,0.548153499859266
12.420701168614357,0.217146253281438,0.4726323162115884,0.5407421020493582
12.621035058430719,0.21250183019291624,0.4711082630492684,0.5332538700581537
12.821368948247079,0.20795154838761776,0.4695270296581874,0.5257190372640708
13.021702838063439,0.20350301348664462,0.46788784746375406,0.5181680129912507
13.2220367278798,0.19916348993305438,0.466190082575518,0.5106312239132209
13.42237061769616,0.19493985018888893,0.4644332364890585,0.5031389558743851
