readout_strength,recovery_alpha_08,recovery_alpha_16,recovery_alpha_30
0.5752508361204013,0.44773764317905845,0.6514357591298047,0.8442158526910265
0.5785953177257525,0.4492132932199455,0.6532960041535798,0.8457710890998079
0.5819397993311036,0.45068500031050074,0.6551463212755719,0.8473107991515819
0.5852842809364548,0.4521527749863231,0.6569867634797871,0.8488351378502829
0.588628762541806,0.4536166277548606,0.6588173834674621,0.8503442586523973
0.5919732441471571,0.4550765690954851,0.6606382336585741,0.8518383134824137
0.5953177257525083,0.45653260945956753,0.6624493661933406,0.8533174527481157
0.5986622073578595,0.4579847592705529,0.6642508329337136,0.8547818253557243
0.6020066889632107,0.45943302892403426,0.666042685464864,0.8562315787248884
0.6053511705685619,0.46087742878782784,0.6678249750966587,0.8576668588035258
0.6086956521739131,0.4623179692020469,0.6695977528651302,0.8590878100825152
0.6120401337792643,0.4637546604791758,0.6713610695339383,0.8604945756102433
0.6153846153846154,0.46518751290414384,0.6731149755958225,0.8618872970070048
0.6187290969899666,0.46661653673439896,0.6748595212740494,0.8632661144792595
0.6220735785953178,0.4680417421999809,0.6765947565238497,0.8646311668337473
0.6254180602006689,0.4694631395035951,0.6783207310338494,0.8659825914914621
0.6287625418060201,0.4708807388206847,0.680037494227492,0.8673205245014852
0.6321070234113713,0.4722945502995043,0.6817450952644545,0.868645100554683
0.6354515050167224,0.4737045840611923,0.6834435830420542,0.869956452997265
0.6387959866220736,0.4751108501998432,0.6851330061966499,0.8712547138442085
0.6421404682274248,0.47651335878258005,0.6868134131050334,0.8725400137925488
0.6454849498327759,0.47791211984962634,0.6884848518858161,0.8738124822345363
0.6488294314381271,0.4793071434143782,0.6901473704008058,0.8750722472706626
0.6521739130434783,0.48069843946347557,0.6918010162563777,0.8763194357225566
0.6555183946488294,0.48208601795687445,0.6934458368048377,0.8775541731457515
0.6588628762541806,0.48346988882791725,0.6950818791457781,0.8787765838423249
0.6622073578595318,0.4848500619834048,0.6967091901274264,0.8799867908734124
0.6655518394648829,0.48622654730366655,0.6983278163479867,0.8811849160715954
0.6688963210702341,0.4875993546426319,0.6999378041569745,0.8823710800531678
0.6722408026755853,0.4889684938279003,0.7015391996565432,0.8835454022302768
0.6755852842809364,0.49033397466081174,0.7031320487028045,0.8847080008229452
0.6789297658862876,0.491695806916517,0.7047163969071419,0.8858589928709725
0.6822742474916388,0.49305400034404756,0.7062922896375167,0.8869984942457174
0.68561872909699,0.49440856466638544,0.7078597720197662,0.8881266196617627
0.6889632107023411,0.4957595095805327,0.7094188889388974,0.8892434826884631
0.6923076923076923,0.49710684475758105,0.7109696850403706,0.8903491957613798
0.6956521739130435,0.4984505798427807,0.7125122047313796,0.8914438701935982
0.6989966555183946,0.49979072445560985,0.7140464921821216,0.8925276161869339
0.7023411371237458,0.5011272881898433,0.7155725913270633,0.8936005428430274
0.705685618729097,0.5024602806136215,0.7170905458661986,0.8946627581743274
0.7090301003344481,0.5037897112695182,0.7186003992662993,0.8957143691149643
0.7123745819397993,0.5051155896746096,0.7201021947621606,0.896755481531515
