6.008665017400765390e-02,5.524010785489714970e-02,5.061708277054585009e-02,4.622774875850559767e-02,4.207941220212086525e-02,3.817660661162104035e-02,3.452123135094246897e-02,3.111272841693405594e-02,2.794829036143428938e-02,2.502309197304752875e-02,2.233053819789426048e-02,1.986252095121848749e-02,1.760967791312525316e-02,1.556164705995353136e-02,1.370731150036809572e-02,1.203503010378881820e-02,1.053285037297425897e-02,9.188700973258349947e-03,7.990562247097810628e-03,6.926613882413050483e-03,5.985359644284132981e-03,5.155729708364548830e-03,4.427161645254514520e-03,3.789661498967858075e-03,3.233846685614762736e-03,2.750972620313715290e-03,2.332945073344693931e-03,1.972320274127867604e-03,1.662294737537758004e-03,1.396686694715438019e-03,1.169910882361472866e-03,9.769482916488830479e-04,8.133123100938204758e-04,6.750125151353755532e-04,5.585172034695689040e-04,4.607155705967901907e-04,3.788802945240996663e-04,3.106311289175939000e-04,2.538999760486899265e-04,2.068977896235935294e-04,1.680835523613010362e-04,1.361354827978804880e-04,1.099245496465867355e-04,8.849030924430121561e-05,7.101903107488596976e-05,5.682403686789736289e-05,4.532814905791126105e-05,3.604812318060223142e-05,2.858092483542055420e-05,2.259170398337924523e-05,1.780331647878693864e-05,1.398724386071839571e-05,1.095576666469722626e-05,8.555253077335567348e-06,6.660432974114348786e-06,5.169536684083976430e-06,4.000187743091375744e-06,3.085949046299163357e-06,2.373431888552504832e-06,1.819887155634739838e-06,1.391207230094573226e-06,1.060275883778315821e-06,8.056114706658316995e-07,6.102560688153584584e-07,4.608698381947734973e-07,3.469957728158813908e-07,2.604652581079286267e-07,1.949194366506677012e-07,1.454253836363789832e-07,1.081695485347092381e-07,8.021388400602888495e-08,5.930260959478471855e-08,4.370969693267774029e-08,3.211896318657622794e-08,2.353016498669111981e-08,1.718573693573081401e-08,1.251385389241518905e-08,9.084347387454785646e-09,6.574702710161600825e-09,4.743929649407115057e-09
7.565523049040265291e-02,6.964598754513233458e-02,6.389888185511910512e-02,5.842868046539112514e-02,5.324659362061351375e-02,4.836033688374401923e-02,4.377425645746689520e-02,3.948951094015844265e-02,3.550430120387008948e-02,3.181413901518823084e-02,2.841214444806868661e-02,2.528936204414976643e-02,2.243508601515870754e-02,1.983718548670132878e-02,1.748242177207685877e-02,1.535675085205135890e-02,1.344560553626601186e-02,1.173415311561508412e-02,1.020752561506486390e-02,8.851020969070078764e-03,7.650274527478947116e-03,6.591401233154307697e-03,5.661109580765312684e-03,4.846789067416173991e-03,4.136573286638044189e-03,3.519381110728862522e-03,2.984938569571887398e-03,2.523784086250526523e-03,2.127259691073196766e-03,1.787490725618606953e-03,1.497356385365736318e-03,1.250453249752050966e-03,1.041053726281500986e-03,8.640611024550242346e-04,7.149626654370702227e-04,5.897821220043766117e-04,4.850323360440385572e-04,3.976692016070432515e-04,3.250472887978170613e-04,2.648777389392920848e-04,2.151887449089440716e-04,1.742888319775389545e-04,1.407330530360703094e-04,1.132921285150162140e-04,9.092449407286547756e-05,7.275116659677548681e-05,5.803329949259978566e-05,4.615226992399230470e-05,3.659212192645976440e-05,2.892417860136958056e-05,2.279363243604499450e-05,1.790792388420426784e-05,1.402672350567752972e-05,1.095334118159870322e-05,8.527396310960014690e-06,6.618594713466594265e-06,5.121470596959967498e-06,3.950964897051047274e-06,3.038724168614264290e-06,2.330016702280714715e-06,1.781174432672715252e-06,1.357480345198699832e-06,1.031431377524924513e-06,7.813161990467246009e-07,5.900557220363807769e-07,4.442617651221071902e-07,3.334759878706259319e-07,2.495570939430270414e-07,1.861894188335223298e-07,1.384904415163536963e-07,1.026985547159180526e-07,7.592566308730226594e-08,5.596191736148940080e-08,4.112219703083719645e-08,3.012588163134620441e-08,2.200305343744329231e-08,1.602159961446200981e-08,1.163077162253093251e-08,8.417650988041255590e-09,6.073695782366601415e-09
9.485059050114726109e-02,8.746093705235841176e-02,8.037075775858641691e-02,7.360131644168731169e-02,6.716955353302439535e-02,6.108807420216791351e-02,5.536522528190097187e-02,5.000525455486521526e-02,4.500854321341089814e-02,4.037190017556286509e-02,3.608890551155241599e-02,3.215028952559879916e-02,2.854433401310994128e-02,2.525728279801803949e-02,2.227374974146424658e-02,1.957711387648545034e-02,1.714989303326152834e-02,1.497408915066663140e-02,1.303150031075410789e-02,1.130399629087891142e-02,9.773756032785373138e-03,8.423466830775175329e-03,7.236486214440497784e-03,6.196968435895965771e-03,5.289958172097028455e-03,4.501454535784417919e-03,3.818448777354499241e-03,3.228939182315184332e-03,2.721926654394940959e-03,2.287394351905678962e-03,1.916274541860477640e-03,1.600405577070094024e-03,1.332481607134188136e-03,1.105997322554329657e-03,9.151897163430440822e-04,7.549785404997605160e-04,6.209068437163128059e-04,5.090827073230409609e-04,4.161230523693796256e-04,3.391001737278864629e-04,2.754914677516977759e-04,2.231326578072023086e-04,1.801746856950945492e-04,1.450443247856932018e-04,1.164084805124563092e-04,9.314207338843665494e-05,7.429934656471086330e-05,5.908840179250666937e-05,4.684874222884002410e-05,3.703158572591903864e-05,2.918270612620487410e-05,2.292756089724276431e-05,1.795846963175583009e-05,1.402361815692603495e-05,1.091767608388271956e-05,8.473830609001646257e-06,6.557055447402273027e-06,5.058450284991169586e-06,3.890502565278016698e-06,2.983139388498716502e-06,2.280452504974637289e-06,1.737993631917849140e-06,1.320550486107978138e-06,1.000325936629727107e-06,7.554535221134788794e-07,5.687922621264206728e-07,4.269522661802035688e-07,3.195101691940481126e-07,2.383799748201254694e-07,1.773105507806441733e-07,1.314858793456706267e-07,9.720830715166921123e-08,7.164854491766557760e-08,5.264911804756205312e-08,3.857043683719446167e-08,2.817070700708086507e-08,2.051259797026402894e-08,1.489098145076707999e-08,1.077719423120897545e-08,7.776207315299824956e-09
1.182929532173805365e-01,1.092974777202738307e-01,1.006322945468045155e-01,9.232760622806578110e-02,8.440852039172468124e-02,7.689489814412173163e-02,6.980132320831242132e-02,6.313718801124408586e-02,5.690688827953341300e-02,5.111011378900567892e-02,4.574221991631717554e-02,4.079466267173362248e-02,3.625547897169717482e-02,3.210979397908780147e-02,2.834033827425967017e-02,2.492795925244821811e-02,2.185211328078418350e-02,1.909132759480476615e-02,1.662362348645469307e-02,1.442689487411817628e-02,1.247923872308580838e-02,1.075923590966255429e-02,9.246182935488837795e-03,7.920276372760043718e-03,6.762753053533653892e-03,5.755989824467699391e-03,4.883567203139186144e-03,4.130301532942726693e-03,3.482250283718735673e-03,2.926695028246786411e-03,2.452106381795287563e-03,2.048094860252554390e-03,1.705351224202504351e-03,1.415579458515763911e-03,1.171425111173932500e-03,9.664012977567487065e-04,7.948142815177162805e-04,6.516901716798994800e-04,5.327039497759500928e-04,4.341117382708574706e-04,3.526869680971568598e-04,2.856608813640937675e-04,2.306676205636696165e-04,1.856940035465640582e-04,1.490339613867028257e-04,1.192475207683763711e-04,9.512414042274745134e-05,7.565015917950315173e-05,5.998007830222244492e-05,4.741138007177912039e-05,3.736257544965913450e-05,2.935417374189616216e-05,2.299227442176097645e-05,1.795449385708474126e-05,1.397795609153620479e-05,1.084909576079655052e-05,8.395041624248842496e-06,6.476370205508946277e-06,4.981039988058560512e-06,3.819336991570148931e-06,2.919681982985858516e-06,2.225167791995964256e-06,1.690712036721364602e-06,1.280725933091647295e-06,9.672137330428937274e-07,7.282297320200177550e-07,5.466307603855765669e-07,4.090717062122461716e-07,3.052000050267748420e-07,2.270122813661125297e-07,1.683425475228953936e-07,1.244566664113967491e-07,9.173227452315313634e-08,6.740713829446164738e-08,4.938207659763907401e-08,3.606720922453085681e-08,2.626246349210865496e-08,1.906505738062071410e-08,1.379813864763365223e-08,9.955948132473468015e-09
1.465907895564640406e-01,1.357748020405928902e-01,1.253057887846952545e-01,1.152257912797089445e-01,1.055711255446506736e-01,9.637199564448656330e-02,8.765226300431666617e-02,7.942937473465805365e-02,7.171444690756174911e-02,6.451249204769765599e-02,5.782277445495423440e-02,5.163927266467956828e-02,4.595122554853579150e-02,4.074373729266234090e-02,3.599841666404763468e-02,3.169402739475610242e-02,2.780712891454696981e-02,2.431268975107377106e-02,2.118465939840612211e-02,1.839648805903201442e-02,1.592158716418702602e-02,1.373372679681221682e-02,1.180736895979175340e-02,1.011793798006400784e-02,8.642031192103596590e-03,7.357574413192708752e-03,6.243927644917543658e-03,5.281946964402269885e-03,4.454008767772602191e-03,3.744002462537127270e-03,3.137297437992323228e-03,2.620689730878280471e-03,2.182333297410615509e-03,1.811660244336697019e-03,1.499293794405800106e-03,1.236957191448870546e-03,1.017381206069790933e-03,8.342123977680418944e-04,6.819238312659133862e-04,5.557295381210653178e-04,4.515036605791889683e-04,3.657049120430202701e-04,2.953067349071311436e-04,2.377333281906859267e-04,1.908015501261008334e-04,1.526685700632589770e-04,1.217850451025500317e-04,9.685352527019176554e-05,7.679174253162629081e-05,6.070040955943051676e-05,4.783514035467627121e-05,3.758210337785015129e-05,2.943702598282412747e-05,2.298718425293845994e-05,1.789603276301248336e-05,1.389015262289970812e-05,1.074822199208079086e-05,8.291739960883174850e-06,6.377261385133763356e-06,4.889926260985542679e-06,3.738092039073447360e-06,2.848900557199977870e-06,2.164632798660995038e-06,1.639724340546153863e-06,1.238332104455310551e-06,9.323588842690957967e-07,6.998561709228471588e-07,5.237381240304806668e-07,3.907502775514665449e-07,2.906458467710152785e-07,2.155304672619339258e-07,1.593429836378326084e-07,1.174456529645997967e-07,8.630196369381694153e-08,6.322431586652680376e-08,4.617717184164879763e-08,3.362406792950071230e-08,2.440916427858137713e-08,1.766588092351223925e-08,1.274668988838768321e-08
1.802739214940577150e-01,1.674603438786878284e-01,1.549863355513458052e-01,1.429088294156545813e-01,1.312787891213048896e-01,1.201404656863781228e-01,1.095308387760656199e-01,9.947926010162534693e-02,9.000730601561623967e-02,8.112883594414463384e-02,7.285024361333115872e-02,6.517087977529500975e-02,5.808361881451534758e-02,5.157553749526021247e-02,4.562867224828225793e-02,4.022082164371232338e-02,3.532636275437497919e-02,3.091705357542486737e-02,2.696279808301596873e-02,2.343235544284012414e-02,2.029397991993465294e-02,1.751598286631153578e-02,1.506721252871083376e-02,1.291745116630220631e-02,1.103773201651913477e-02,9.400580980638686968e-03,7.980189553266684582e-03,6.752526559923950102e-03,5.695396783000336582e-03,4.788454645447959117e-03,4.013180880181939358e-03,3.352829630918342622e-03,2.792352786143520622e-03,2.318307608608987345e-03,1.918752941813455046e-03,1.583138493720168474e-03,1.302190946795260627e-03,1.067799943220612210e-03,8.729063579335158418e-04,7.113947069025638959e-04,5.779910459789538556e-04,4.681672955249234535e-04,3.780525741714227872e-04,3.043518362875187412e-04,2.442718759422152523e-04,1.954545787846736875e-04,1.559171657967514278e-04,1.239990729291874996e-04,9.831504224921910711e-05,7.771395792108200815e-05,6.124293917553465878e-05,4.811619803087107094e-05,3.768817809888109067e-05,2.943050907789986865e-05,2.291233674064133255e-05,1.778361807068434670e-05,1.376100381155258947e-05,1.061596456215108915e-05,8.164850504091567207e-06,6.260607983782924925e-06,4.785907838054213547e-06,3.647470089664498659e-06,2.771397156233664316e-06,2.099352853677616764e-06,1.585447178837806144e-06,1.193707151895502186e-06,8.960319733858876908e-07,6.705465315267675615e-07,5.002810394176456228e-07,3.721164609689923999e-07,2.759455787455135927e-07,2.040082457486764589e-07,1.503667206832487003e-07,1.104931775240959342e-07,8.094665872093899746e-08,5.912104759688582952e-08,4.304919613251131012e-08,3.125127231412795915e-08,2.261778609674181903e-08,1.631970163179801461e-08
2.197041448032625577e-01,2.047880996510265117e-01,1.901686981244851693e-01,1.759203319361661577e-01,1.621119185318124767e-01,1.488056714088997201e-01,1.360560595319879329e-01,1.239089974200445615e-01,1.124012946701091892e-01,1.015603791866409866e-01,9.140429347114963077e-02,8.194194924297136529e-02,7.317361349812805116e-02,6.509158968155544234e-02,5.768105141840731975e-02,5.092098333699533741e-02,4.478518371328904513e-02,3.924328651925536315e-02,3.426176534927091039e-02,2.980488794751725082e-02,2.583559699605180587e-02,2.231629985616033485e-02,1.920955660879361190e-02,1.647866167085471761e-02,1.408811926233036541e-02,1.200401697165986471e-02,1.019430461516640171e-02,8.628987582295084835e-03,7.280245018185642521e-03,6.122483658572509639e-03,5.132338045288830156e-03,4.288627353813533744e-03,3.572278283276984680e-03,2.966222501579354135e-03,2.455276091212176860e-03,2.026007372904938941e-03,1.666598444458152828e-03,1.366704795834698541e-03,1.117316470861617851e-03,9.106234528156711885e-04,7.398872601753452970e-04,5.993201488223747538e-04,4.839728230473298821e-04,3.896311524863913358e-04,3.127220668290770270e-04,2.502285454242449028e-04,1.996134253702843667e-04,1.587516102492564265e-04,1.258701638961703029e-04,9.949571177089411810e-05,7.840853972506601675e-05,6.160277016772109932e-05,4.825200358472763276e-05,3.767983458458030793e-05,2.933468236774646536e-05,2.276841263858778484e-05,1.761826896773331213e-05,1.359167444871700607e-05,1.045350759895694117e-05,8.015498634404318978e-06,6.127432622708440515e-06,4.669883981495418751e-06,3.548241944775565679e-06,2.687818755530120943e-06,2.029861378272499938e-06,1.528313489730033513e-06,1.147197505054870322e-06,8.585065929118010055e-07,6.405142237770783778e-07,4.764240015820191372e-07,3.532955786113166685e-07,2.611935766620938646e-07,1.925158565656000916e-07,1.414654044246092913e-07,1.036367327305927813e-07,7.569320763639283169e-08,5.511627226797598825e-08,4.001128462376982384e-08,2.895775474898758126e-08,2.089426066031439255e-08
2.649709441246618780e-01,2.479582628534610367e-01,2.311528608027260956e-01,2.146476662884181374e-01,1.985317794308636419e-01,1.828886662455336543e-01,1.677944942292428077e-01,1.533166849500731954e-01,1.395127471534044483e-01,1.264294371891624691e-01,1.141022737155847483e-01,1.025554125262166383e-01,9.180186692148389893e-02,8.184404105143038011e-02,7.267452943924286590e-02,6.427712627594117656e-02,5.662798331124287154e-02,4.969685499428247444e-02,4.344837327580473862e-02,3.784330124651852367e-02,3.283972352222234298e-02,2.839414098773503786e-02,2.446244729619433816e-02,2.100077369149197862e-02,1.796619679295162822e-02,1.531731066998471245e-02,1.301466973428126554e-02,1.102111272066217708e-02,9.301980444887341867e-03,7.825241306001208888e-03,6.561538856906466363e-03,5.484175415944544420e-03,4.569044834938146803e-03,3.794526350370503332e-03,3.141350068813763934e-03,2.592443189174628917e-03,2.132764627787276691e-03,1.749134347603044501e-03,1.430062438467843804e-03,1.165581873821097247e-03,9.470878894829879097e-04,7.671860926943578282e-04,6.195507080785814073e-04,4.987937915098568766e-04,4.003457805150091543e-04,3.203473873283988610e-04,2.555525645025598044e-04,2.032420700220794602e-04,1.611470170616210442e-04,1.273817018889489316e-04,1.003849521847928656e-04,7.886921871667624661e-05,6.177663854285383224e-05,4.824132153401202241e-05,3.755714880677766366e-05,2.915041740510374710e-05,2.255671679592162818e-05,1.740147672397510657e-05,1.338368056623340278e-05,1.026229192439249211e-05,7.844993614102274338e-06,5.978886629526832615e-06,4.542841551521754933e-06,3.441235930514760003e-06,2.598848297638651167e-06,1.956712666172169862e-06,1.468766809710022411e-06,1.099153446611493306e-06,8.200559733617437927e-07,6.099698520615108918e-07,4.523274615504178670e-07,3.344084605286555104e-07,2.464797690798592490e-07,1.811194222458652271e-07,1.326870370250547093e-07,9.691069236013706903e-08,7.056585793359522333e-08,5.122680693513896234e-08,3.707487350997061391e-08,2.675110966065222199e-08
3.157897939891116112e-01,2.968319121866888621e-01,2.779382900956058333e-01,2.592187489604608208e-01,2.407824221963111022e-01,2.227353985927693070e-01,2.051783773600253657e-01,1.882044475556004237e-01,1.718971002812473836e-01,1.563285690295088681e-01,1.415585728126147469e-01,1.276335102930073462e-01,1.145861237726837067e-01,1.024356225511010438e-01,9.118822861233014110e-02,8.083808608937928519e-02,7.136846092396337271e-02,6.275314915556388928e-02,5.495801106534511232e-02,4.794255303570042759e-02,4.166148810131813096e-02,3.606621821441614861e-02,3.110619471005162534e-02,2.673012701743349151e-02,2.288702229246665845e-02,1.952704964505717553e-02,1.660223161465092245e-02,1.406697238783287569e-02,1.187843703422851623e-02,9.996798979730818491e-03,8.385374334118296524e-03,7.010661866179578212e-03,5.842306688497007038e-03,4.853004360201440028e-03,4.018360380135760010e-03,3.316718118163856487e-03,2.728966265701575963e-03,2.238334983158370498e-03,1.830188151909589245e-03,1.491817543452019163e-03,1.212243318671451858e-03,9.820240700294693807e-04,7.930786124299324088e-04,6.385209010436333201e-04,5.125087889426260248e-04,4.101068147000715451e-04,3.271628105403654937e-04,2.601978263048022942e-04,2.063086559165702347e-04,1.630821153737496113e-04,1.285201406017223182e-04,1.009747376386712264e-04,7.909181626242937164e-05,6.176296258717214383e-05,4.808424914203794209e-05,3.732123658562039515e-05,2.887938475753213540e-05,2.227915846132633051e-05,1.713518229939524603e-05,1.313886684015313476e-05,1.004399378413406435e-05,7.654809488608048181e-06,5.816233484025927912e-06,4.405841057613684251e-06,3.327326422002317715e-06,2.505195448393307220e-06,1.880474580310789247e-06,1.407255608375415980e-06,1.049924795793018448e-06,7.809497532882813827e-07,5.791188431999464140e-07,4.281461190861368808e-07,3.155702430463758951e-07,2.318888132647791668e-07,1.698804003874754384e-07,1.240756275381987548e-07,9.034610069652456210e-08,6.558614063996045113e-08,4.746729346137843102e-08,3.424968600399434083e-08
3.714300047858347664e-01,3.508446579921008501e-01,3.301271476127386473e-01,3.093987645448955659e-01,2.887848091764735892e-01,2.684119074266234639e-01,2.484051128509820183e-01,2.288849307833434876e-01,2.099644143316287126e-01,1.917464835859789274e-01,1.743216077870314573e-01,1.577659662986684030e-01,1.421401705138021221e-01,1.274885890300702096e-01,1.138392769579568004e-01,1.012044714260728340e-01,8.958158291143247798e-02,7.895458848945571817e-02,6.929571964973009479e-02,6.056733381040967090e-02,5.272386384709899787e-02,4.571375186433826454e-02,3.948128978293013319e-02,3.396830782461616322e-02,2.911567067035197506e-02,2.486455842337967695e-02,2.115752450201601256e-02,1.793933467683599473e-02,1.515760051047078914e-02,1.276322661124247755e-02,1.071069472306224700e-02,8.958209192598313997e-03,7.467728257452872255e-03,6.204904339234182213e-03,5.138954501557602139e-03,4.242479774098333566e-03,3.491249406059083148e-03,2.863963483906368287e-03,2.342004857947440916e-03,1.909189050871887804e-03,1.551518811839231035e-03,1.256948247450253350e-03,1.015160002097868081e-03,8.173577583086491646e-04,6.560753589491168450e-04,5.250030902059896112e-04,4.188310787754465493e-04,3.331093212838125953e-04,2.641235531128074054e-04,2.087859545344031395e-04,1.645395641482589558e-04,1.292752056033493531e-04,1.012597186597313619e-04,7.907430741971112928e-05,6.156186682104512048e-05,4.778221494327845805e-05,3.697423669406242326e-05,2.852402879186796136e-05,2.193822261544106430e-05,1.682174741461907739e-05,1.285937935896496529e-05,9.800500395927430212e-06,7.446563892265455765e-06,5.640830959662782554e-06,4.260001966220485655e-06,3.207422008478421350e-06,2.407587246472863068e-06,1.801721299584808610e-06,1.344227762006843704e-06,9.998567730353398572e-07,7.414509423771808477e-07,5.481592606305252068e-07,4.040273842331462806e-07,2.968893136105024408e-07,2.174993939270974698e-07,1.588551361759291326e-07,1.156709222396264667e-07,8.397052410815231507e-08,6.077280186482797498e-08,4.385018056398553575e-08
