# t,rho,B,strain,J
5.580000000000000071e+00,2.907579727508587397e-01,9.731756362276595684e-01,5.701802884077745645e-03,5.776936310308717903e-01
5.609999999999999432e+00,2.916570752562744340e-01,9.729595172233402867e-01,5.709297492185029174e-03,5.766296609156739139e-01
5.639999999999999680e+00,2.925542664243834801e-01,9.727429768867011939e-01,5.716770931867590395e-03,5.755693585789048994e-01
5.669999999999999929e+00,2.934495526201449933e-01,9.725259956889871216e-01,5.725848793312749221e-03,5.745127052835758974e-01
5.700000000000000178e+00,2.943429401558787517e-01,9.723085674461596772e-01,5.735516962800935731e-03,5.734596698214468047e-01
5.729999999999999538e+00,2.952344353046221781e-01,9.720906667091211428e-01,5.747245583493085230e-03,5.724102290736285958e-01
5.759999999999999787e+00,2.961240442817296148e-01,9.718722465386477882e-01,5.762680725581056235e-03,5.713643487650015285e-01
5.790000000000000036e+00,2.970117732244989539e-01,9.716532488606810514e-01,5.782681190333236604e-03,5.703219822667138228e-01
5.819999999999999396e+00,2.978976281820100436e-01,9.714336163199345231e-01,5.807199650910835516e-03,5.692830767827258276e-01
5.849999999999999645e+00,2.987816151165033074e-01,9.712133062368206726e-01,5.835118931393995165e-03,5.682475803430371286e-01
5.879999999999999893e+00,2.996637399181944494e-01,9.709922999612057293e-01,5.864603528388556350e-03,5.672154499467212396e-01
5.910000000000000142e+00,3.005440084289430769e-01,9.707705911154151934e-01,5.894715795398440712e-03,5.661866569296442053e-01
5.939999999999999503e+00,3.014224264543963194e-01,9.705481734487619860e-01,5.925445919885627410e-03,5.651611799821015802e-01
5.969999999999999751e+00,3.022989997643654725e-01,9.703250330388784040e-01,5.957381161707910391e-03,5.641389980187481168e-01
6.000000000000000000e+00,3.031737340857314500e-01,9.701011800667039831e-01,5.988678147596222454e-03,5.631200856506384245e-01
