# t,rho,B,strain,J
8.250000000000000000e+00,1.124262588436434340e-01,9.780620506572116346e-01,2.613715936358544482e-03,7.989575547373648501e-01
8.279999999999999361e+00,1.124349619731105920e-01,9.779779789194407158e-01,2.618548121790328313e-03,7.988760869603995785e-01
8.310000000000000497e+00,1.124434583773148977e-01,9.778938893163253709e-01,2.623059507968949523e-03,7.987949038685767666e-01
8.339999999999999858e+00,1.124517502580688055e-01,9.778097862139987217e-01,2.627249109108086619e-03,7.987140057381851843e-01
8.369999999999999218e+00,1.124598397990693305e-01,9.777256739866896362e-01,2.631115990778642999e-03,7.986333928804132398e-01
8.400000000000000355e+00,1.124677291661139861e-01,9.776415570160491564e-01,2.634659270057105283e-03,7.985530656404705718e-01
8.429999999999999716e+00,1.124754205073132257e-01,9.775574390340636688e-01,2.637927950951327212e-03,7.984730243967157470e-01
8.459999999999999076e+00,1.124829159524149413e-01,9.774733144858782641e-01,2.641626848277690929e-03,7.983932690236812402e-01
8.490000000000000213e+00,1.124902176004967669e-01,9.773891878784096710e-01,2.644992167522318589e-03,7.983137918389870968e-01
8.519999999999999574e+00,1.124973275338643913e-01,9.773050637243564376e-01,2.648023147147428140e-03,7.982345934235380858e-01
8.549999999999998934e+00,1.125042478182487482e-01,9.772209465414768426e-01,2.650719080634869173e-03,7.981556743883517768e-01
8.580000000000000071e+00,1.125109805029999160e-01,9.771368408518709137e-01,2.653079316587107252e-03,7.980770353736758027e-01
8.609999999999999432e+00,1.125175276212777159e-01,9.770527474411239144e-01,2.655385507845881357e-03,7.979986770481126701e-01
8.640000000000000568e+00,1.125238911851993845e-01,9.769686684230964868e-01,2.657537277367913540e-03,7.979205970533259640e-01
8.669999999999999929e+00,1.125300731878639826e-01,9.768846082382062201e-01,2.659358834051499428e-03,7.978427941473416052e-01
8.699999999999999289e+00,1.125360756066999257e-01,9.768005713282846836e-01,2.660849755622158013e-03,7.977652690167974514e-01
8.730000000000000426e+00,1.125419004036432857e-01,9.767165621358884220e-01,2.662009672770733991e-03,7.976880223732256692e-01
8.759999999999999787e+00,1.125475495253129843e-01,9.766325851036103955e-01,2.662838269176321694e-03,7.976110549522258397e-01
8.789999999999999147e+00,1.125530249031830715e-01,9.765486446733901982e-01,2.663335281519720477e-03,7.975343675126417287e-01
8.820000000000000284e+00,1.125583284537519796e-01,9.764647441928542282e-01,2.663583200800265921e-03,7.974579608357419414e-01
8.849999999999999645e+00,1.125634620772362759e-01,9.763808872578192410e-01,2.663562990480692651e-03,7.973818348318841842e-01
8.879999999999999005e+00,1.125684276580871113e-01,9.762970783012228093e-01,2.663211034598209244e-03,7.973059896387021395e-01
8.910000000000000142e+00,1.125732270662944956e-01,9.762133217511721472e-01,2.662527390227425496e-03,7.972304261012547189e-01
8.939999999999999503e+00,1.125778621575429378e-01,9.761296220302554394e-01,2.661512167331064795e-03,7.971551450825948848e-01
8.969999999999998863e+00,1.125823347733643370e-01,9.760459835548624952e-01,2.660165528670309278e-03,7.970801474629745087e-01
9.000000000000000000e+00,1.125866467412881683e-01,9.759624107345032940e-01,2.658487689705406245e-03,7.970054341390627739e-01
9.029999999999999361e+00,1.125907998749889477e-01,9.758789048490296159e-01,2.656716015467177391e-03,7.969310060231660220e-01
9.060000000000000497e+00,1.125947959702246759e-01,9.757954675079634210e-01,2.654825320709342309e-03,7.968568614930934269e-01
9.089999999999999858e+00,1.125986368054795461e-01,9.757121031881398343e-01,2.652597671400063611e-03,7.967829992227709601e-01
9.119999999999999218e+00,1.126023241460185342e-01,9.756288163565534077e-01,2.650033507996855508e-03,7.967094202533826497e-01
9.150000000000000355e+00,1.126058597440219022e-01,9.755456114696535730e-01,2.647133325521599124e-03,7.966361256381621070e-01
9.179999999999999716e+00,1.126092453387171899e-01,9.754624910863377574e-01,2.644040352471390895e-03,7.965631164416171472e-01
9.209999999999999076e+00,1.126124826539672968e-01,9.753794506654134278e-01,2.641291457930839554e-03,7.964903921985430069e-01
9.240000000000000213e+00,1.126155733888752758e-01,9.752964945287333487e-01,2.638216331584912391e-03,7.964179466695352483e-01
9.269999999999999574e+00,1.126185192299962307e-01,9.752136269860806062e-01,2.634815595336379573e-03,7.963457808887696165e-01
9.299999999999998934e+00,1.126213218514609676e-01,9.751308523345170176e-01,2.631089921851692721e-03,7.962738958996327110e-01
9.330000000000000071e+00,1.126239829150972455e-01,9.750481748577355390e-01,2.627040034347703258e-03,7.962022927540047812e-01
9.359999999999999432e+00,1.126265040705487774e-01,9.749655988254157801e-01,2.622666706369390557e-03,7.961309725115510716e-01
9.389999999999998792e+00,1.126288869553919436e-01,9.748831284925814078e-01,2.617970761558797207e-03,7.960599362390167189e-01
9.419999999999999929e+00,1.126311331952502826e-01,9.748007680989652091e-01,2.612953073415111120e-03,7.959891850095280885e-01
9.449999999999999289e+00,1.126332444039067904e-01,9.747185112302634291e-01,2.608420683311643562e-03,7.959187199019036596e-01
9.480000000000000426e+00,1.126352221690822969e-01,9.746363581384436259e-01,2.603868671647189322e-03,7.958485333140487006e-01
9.509999999999999787e+00,1.126370680617003600e-01,9.745543129251033054e-01,2.599005216312182728e-03,7.957786231252937936e-01
9.539999999999999147e+00,1.126387836412580251e-01,9.744723796762260193e-01,2.593831226902235717e-03,7.957089903832506028e-01
9.570000000000000284e+00,1.126403704559315461e-01,9.743905597743622859e-01,2.588551594036252179e-03,7.956396361401512074e-01
9.599999999999999645e+00,1.126418300390599064e-01,9.743088424564236849e-01,2.584087962640200294e-03,7.955705592581374663e-01
9.629999999999999005e+00,1.126431638929454998e-01,9.742272316835617341e-01,2.579323266379607293e-03,7.955017487049654834e-01
9.660000000000000142e+00,1.126443735090272152e-01,9.741457228412407909e-01,2.574908931580954623e-03,7.954332055159166748e-01
9.689999999999999503e+00,1.126454603564477075e-01,9.740643085676563562e-01,2.571053905858631389e-03,7.953649237409481376e-01
9.719999999999998863e+00,1.126464258785951078e-01,9.739829771853558693e-01,2.568087748154971282e-03,7.952968952198657959e-01
9.750000000000000000e+00,1.126472714875688674e-01,9.739017134736502879e-01,2.566281513721760561e-03,7.952291083067281052e-01
9.779999999999999361e+00,1.126479985597453048e-01,9.738204950501824220e-01,2.566182806744542015e-03,7.951615485084092549e-01
9.810000000000000497e+00,1.126486084265159310e-01,9.737392973484798597e-01,2.567960790715555740e-03,7.950941955365817826e-01
9.839999999999999858e+00,1.126491023718304701e-01,9.736581003443717242e-01,2.571271095222934979e-03,7.950270273849617819e-01
9.869999999999999218e+00,1.126494816388277226e-01,9.735768917560718716e-01,2.575524051350118644e-03,7.949600258246608542e-01
9.900000000000000355e+00,1.126497474407061883e-01,9.734956705523977183e-01,2.579861510122499930e-03,7.948931790073732184e-01
9.929999999999999716e+00,1.126499009762042119e-01,9.734144240386474189e-01,2.585173587888863530e-03,7.948264843140883107e-01
9.959999999999999076e+00,1.126499434140449396e-01,9.733331536820500896e-01,2.590379965113114719e-03,7.947599296242852107e-01
9.990000000000000213e+00,1.126498759123391036e-01,9.732518635184469469e-01,2.595284456346599183e-03,7.946935144237780024e-01
1.001999999999999957e+01,1.126496996221616614e-01,9.731705440783816607e-01,2.600917325517372505e-03,7.946272403113749938e-01
1.004999999999999893e+01,1.126494156694357734e-01,9.730891963290713154e-01,2.606482581152663562e-03,7.945610978699531035e-01
1.008000000000000007e+01,1.126490251692646855e-01,9.730078244315507607e-01,2.611736392948799286e-03,7.944950862401614078e-01
1.010999999999999943e+01,1.126485292303526092e-01,9.729264325560379456e-01,2.616677798375623837e-03,7.944292071863693350e-01
1.013999999999999879e+01,1.126479289550880308e-01,9.728450248813249601e-01,2.621305881071247200e-03,7.943634624901958485e-01
1.016999999999999993e+01,1.126472254396252010e-01,9.727635976909055904e-01,2.626222635560677109e-03,7.942978539498941615e-01
1.019999999999999929e+01,1.126464197633167963e-01,9.726821495887569835e-01,2.631251177670128859e-03,7.942323769269588052e-01
1.023000000000000043e+01,1.126455129920221621e-01,9.726006848855550668e-01,2.635956173115353279e-03,7.941670287020776708e-01
1.025999999999999979e+01,1.126445061859418922e-01,9.725192078998130540e-01,2.640336756743976148e-03,7.941018112351529989e-01
1.028999999999999915e+01,1.126434003996910765e-01,9.724377229572265247e-01,2.644392113161042352e-03,7.940367265011600839e-01
1.032000000000000028e+01,1.126421966823708543e-01,9.723562343900180593e-01,2.648121476878140083e-03,7.939717764895087848e-01
1.034999999999999964e+01,1.126408960776382889e-01,9.722747465362810981e-01,2.651524132453339684e-03,7.939069632034068125e-01
1.037999999999999901e+01,1.126394996237745361e-01,9.721932637393229104e-01,2.654599414621775823e-03,7.938422886592242378e-01
1.041000000000000014e+01,1.126380083537514148e-01,9.721117903470034571e-01,2.657346708416984029e-03,7.937777548858606647e-01
1.043999999999999950e+01,1.126364232952962591e-01,9.720303307110776947e-01,2.659765449282855410e-03,7.937133639241102934e-01
1.046999999999999886e+01,1.126347454709551998e-01,9.719488831629178316e-01,2.662314489772887004e-03,7.936491178260329793e-01
1.050000000000000000e+01,1.126329758900398020e-01,9.718674484554876702e-01,2.664809181406776507e-03,7.935850137361109002e-01
1.052999999999999936e+01,1.126311155520328261e-01,9.717860310579133909e-01,2.666966012327965686e-03,7.935210507954699732e-01
1.055999999999999872e+01,1.126291654517016655e-01,9.717046354412814946e-01,2.668784561093901810e-03,7.934572311940449874e-01
1.058999999999999986e+01,1.126271265791531917e-01,9.716232660779393626e-01,2.670264459952336085e-03,7.933935571306899304e-01
1.061999999999999922e+01,1.126249999198869894e-01,9.715419274407931516e-01,2.671405394898200038e-03,7.933300308125287303e-01
1.065000000000000036e+01,1.126227864548470931e-01,9.714606240026050221e-01,2.672207105720096100e-03,7.932666544543074405e-01
1.067999999999999972e+01,1.126204871604721686e-01,9.713793602352940315e-01,2.672669386036554198e-03,7.932034302777462020e-01
1.070999999999999908e+01,1.126181030087441831e-01,9.712981406092318082e-01,2.672792083321886940e-03,7.931403605108976462e-01
1.074000000000000021e+01,1.126156349672355894e-01,9.712169627988815890e-01,2.673091136034393654e-03,7.930774473875027430e-01
1.076999999999999957e+01,1.126130839900022357e-01,9.711358306502109183e-01,2.673097813840332078e-03,7.930146875992152289e-01
1.079999999999999893e+01,1.126104510260440006e-01,9.710547485315897953e-01,2.672772195274623203e-03,7.929520828966295509e-01
1.083000000000000007e+01,1.126077370200641997e-01,9.709737208073605519e-01,2.672114324043292806e-03,7.928896354646829403e-01
1.085999999999999943e+01,1.126049429125115381e-01,9.708927518371751608e-01,2.671124295004182088e-03,7.928273474917370001e-01
1.088999999999999879e+01,1.126020696396207166e-01,9.708118459753325435e-01,2.669802254123787751e-03,7.927652211689762973e-01
1.091999999999999993e+01,1.125991181334516644e-01,9.707310075701158780e-01,2.668148398424691637e-03,7.927032586898096200e-01
1.094999999999999929e+01,1.125960893219274950e-01,9.706502409631351247e-01,2.666162975923435079e-03,7.926414622492725659e-01
1.098000000000000043e+01,1.125929841288710181e-01,9.705695504886661107e-01,2.663846285558939438e-03,7.925798340434362377e-01
1.100999999999999979e+01,1.125898034740400872e-01,9.704889404729952762e-01,2.661198677111490610e-03,7.925183762688156053e-01
1.103999999999999915e+01,1.125865482731615436e-01,9.704084152337625335e-01,2.658220551112204684e-03,7.924570911217829750e-01
1.107000000000000028e+01,1.125832194379639273e-01,9.703279790793090109e-01,2.654912358743198066e-03,7.923959807979832348e-01
1.109999999999999964e+01,1.125798178762089374e-01,9.702476363080243527e-01,2.651274601728309446e-03,7.923350474917535413e-01
1.112999999999999901e+01,1.125763444917216721e-01,9.701673912076984596e-01,2.647307832214466829e-03,7.922742933955451150e-01
1.116000000000000014e+01,1.125728001844195636e-01,9.700872480548715648e-01,2.643012652643723058e-03,7.922137206993500325e-01
1.118999999999999950e+01,1.125691858503402032e-01,9.700072057303955608e-01,2.638799305239970285e-03,7.921533315901283512e-01
1.121999999999999886e+01,1.125655023744139838e-01,9.699272610992533128e-01,2.634821385254773694e-03,7.920931238549168141e-01
1.125000000000000000e+01,1.125617506278677182e-01,9.698474146305298138e-01,2.630805351703557719e-03,7.920330936509133446e-01
1.127999999999999936e+01,1.125579314732282898e-01,9.697676705377216155e-01,2.626465451968594197e-03,7.919732400983569010e-01
1.130999999999999872e+01,1.125540457694617913e-01,9.696880330207211518e-01,2.621802474984681261e-03,7.919135653880597925e-01
1.133999999999999986e+01,1.125500943719942998e-01,9.696085062651921271e-01,2.616817258395184170e-03,7.918540717053608180e-01
1.136999999999999922e+01,1.125460781327315418e-01,9.695290944419486800e-01,2.611510688349799082e-03,7.917947612295840321e-01
1.140000000000000036e+01,1.125419979000774895e-01,9.694497985295271736e-01,2.606125665770060544e-03,7.917356361335032844e-01
1.142999999999999972e+01,1.125378545146713538e-01,9.693706105957062835e-01,2.601340840903998072e-03,7.916766959885480626e-01
1.145999999999999908e+01,1.125336487974647470e-01,9.692915346793068432e-01,2.596244695001891263e-03,7.916179331008922349e-01
1.149000000000000021e+01,1.125293815660632496e-01,9.692125748041682254e-01,2.590838134130459165e-03,7.915593495810119284e-01
1.151999999999999957e+01,1.125250536347428693e-01,9.691337319929399508e-01,2.585349728919192607e-03,7.915009475324524812e-01
1.154999999999999893e+01,1.125206658104424412e-01,9.690549951678573137e-01,2.580701953088559378e-03,7.914427266131180971e-01
1.158000000000000007e+01,1.125162188765377325e-01,9.689763669372869481e-01,2.575851793062785243e-03,7.913846766099453811e-01
1.160999999999999943e+01,1.125117136115358490e-01,9.688978349089112374e-01,2.571943597447628408e-03,7.913267985205235666e-01
1.163999999999999879e+01,1.125071507689145017e-01,9.688193935702826831e-01,2.568453445875841946e-03,7.912690810992554225e-01
1.166999999999999993e+01,1.125025310866607647e-01,9.687410261322548788e-01,2.566243812093149841e-03,7.912115187548880435e-01
1.169999999999999929e+01,1.124978552722415287e-01,9.686627095609262605e-01,2.565795617450939391e-03,7.911540967089795151e-01
1.173000000000000043e+01,1.124931239945149569e-01,9.685844199091018236e-01,2.567182479897525682e-03,7.910967951264342712e-01
1.175999999999999979e+01,1.124883378829126257e-01,9.685061376685727419e-01,2.570066935972955147e-03,7.910395934809589802e-01
1.178999999999999915e+01,1.124834975338427911e-01,9.684278528696133037e-01,2.573718810067089375e-03,7.909824749273799416e-01
1.182000000000000028e+01,1.124786035238972970e-01,9.683495516487135024e-01,2.578437648684895993e-03,7.909254304574588890e-01
1.184999999999999964e+01,1.124736564048164078e-01,9.682712372490811514e-01,2.582911228831008196e-03,7.908684479110278387e-01
1.187999999999999901e+01,1.124686567268075726e-01,9.681928956307481737e-01,2.588465855154454924e-03,7.908115291346347053e-01
1.191000000000000014e+01,1.124636050152713063e-01,9.681145307899484687e-01,2.593717846174017298e-03,7.907546618616124734e-01
1.193999999999999950e+01,1.124585017953724370e-01,9.680361467311747736e-01,2.598666343852874903e-03,7.906978485913105370e-01
1.196999999999999886e+01,1.124533475920542064e-01,9.679577378429400358e-01,2.604049041545528943e-03,7.906410918305016855e-01
1.200000000000000000e+01,1.124481429170821611e-01,9.678793018694122896e-01,2.609608670453708416e-03,7.905843862327193161e-01
1.202999999999999936e+01,1.124428882737075336e-01,9.678008429417050973e-01,2.614855146625698259e-03,7.905277292110749476e-01
1.205999999999999872e+01,1.124375841653660335e-01,9.677223651992082898e-01,2.619787604896913098e-03,7.904711234076106097e-01
1.208999999999999986e+01,1.124322310956874654e-01,9.676438727889852265e-01,2.624405225738151055e-03,7.904145714712061954e-01
1.211999999999999922e+01,1.124268295685044161e-01,9.675653698651724977e-01,2.628707235412052791e-03,7.903580760570766417e-01
1.215000000000000036e+01,1.124213800878600678e-01,9.674868525969155808e-01,2.633305984531943231e-03,7.903016398262718845e-01
1.217999999999999972e+01,1.124158831472447662e-01,9.674083205151251530e-01,2.637943722008410322e-03,7.902452589177347830e-01
1.220999999999999908e+01,1.124103392342398339e-01,9.673297779034253363e-01,2.642255800567075343e-03,7.901889322314349373e-01
1.224000000000000021e+01,1.124047488369864650e-01,9.672512290515491440e-01,2.646241514277292324e-03,7.901326625580449292e-01
1.226999999999999957e+01,1.123991124441883482e-01,9.671726782546924417e-01,2.649900206510453875e-03,7.900764526927797071e-01
1.229999999999999893e+01,1.123934305451134291e-01,9.670941298128653552e-01,2.653231270062582359e-03,7.900203054348683418e-01
1.233000000000000007e+01,1.123877036295947429e-01,9.670155880302433449e-01,2.656234147267737440e-03,7.899642235870240059e-01
1.235999999999999943e+01,1.123819321880303729e-01,9.669370572145176146e-01,2.658908330102089518e-03,7.899082099549162850e-01
1.238999999999999879e+01,1.123761167113825066e-01,9.668585416762447426e-01,2.661253360278716291e-03,7.898522673466427113e-01
1.241999999999999993e+01,1.123702576911756318e-01,9.667800457281952031e-01,2.663268829333057842e-03,7.897963985722016300e-01
1.244999999999999929e+01,1.123643556194938997e-01,9.667015736847019980e-01,2.664954378699052780e-03,7.897406064429657313e-01
1.248000000000000043e+01,1.123584109889775862e-01,9.666231298610080680e-01,2.666309699775853102e-03,7.896848937711552496e-01
1.250999999999999979e+01,1.123524242928187061e-01,9.665447117633186869e-01,2.667856800004114303e-03,7.896292633693131613e-01
1.253999999999999915e+01,1.123463960155776653e-01,9.664663219548892403e-01,2.669207889861224467e-03,7.895737124872431734e-01
1.257000000000000028e+01,1.123403266400920253e-01,9.663879648574429382e-01,2.670220262409111860e-03,7.895182425183150388e-01
1.259999999999999964e+01,1.123342166500003181e-01,9.663096448914100245e-01,2.670893773300111584e-03,7.894628563768758545e-01
1.262999999999999901e+01,1.123280665297320263e-01,9.662313664752393283e-01,2.671228331126041834e-03,7.894075569754522848e-01
1.266000000000000014e+01,1.123218767644968141e-01,9.661531340247095923e-01,2.671223897423756748e-03,7.893523472242054417e-01
1.268999999999999950e+01,1.123156478402728836e-01,9.660749519522422446e-01,2.670880486670412345e-03,7.892972300303846556e-01
1.271999999999999886e+01,1.123093802437945404e-01,9.659968246662125058e-01,2.670198166268643314e-03,7.892422082977857967e-01
1.275000000000000000e+01,1.123030744625389821e-01,9.659187565702650469e-01,2.669177056521441181e-03,7.891872849262071554e-01
1.277999999999999936e+01,1.122967309847122813e-01,9.658407520626273168e-01,2.667817330596877409e-03,7.891324628109114281e-01
1.280999999999999872e+01,1.122903502992345648e-01,9.657628079754168038e-01,2.666696774789324362e-03,7.890777448420862594e-01
1.283999999999999986e+01,1.122839328855332747e-01,9.656849277828640776e-01,2.665308065842754339e-03,7.890231277278210165e-01
1.286999999999999922e+01,1.122774792225985641e-01,9.656071157688547180e-01,2.663589149744036242e-03,7.889686136164238972e-01
1.290000000000000036e+01,1.122709897900797671e-01,9.655293762097514332e-01,2.661540368034313094e-03,7.889142053186728454e-01
1.292999999999999972e+01,1.122644650682684264e-01,9.654517133737521295e-01,2.659162112044348263e-03,7.888599056386449426e-01
1.295999999999999908e+01,1.122579055380806823e-01,9.653741315202463147e-01,2.656454822798129476e-03,7.888057173732172522e-01
1.299000000000000021e+01,1.122513116810390094e-01,9.652966348991789403e-01,2.653418990907140465e-03,7.887516433115672188e-01
1.301999999999999957e+01,1.122446839792532181e-01,9.652192277504095808e-01,2.650055156455498415e-03,7.886976862346793959e-01
1.304999999999999893e+01,1.122380229154008591e-01,9.651419143030789405e-01,2.646363908875806747e-03,7.886438489148508424e-01
1.308000000000000007e+01,1.122313289727069341e-01,9.650646987749755823e-01,2.642345886815849858e-03,7.885901341152014021e-01
1.310999999999999943e+01,1.122246026349229403e-01,9.649875853719029895e-01,2.638001777996162780e-03,7.885365445891860947e-01
1.313999999999999879e+01,1.122178443863053737e-01,9.649105782870541770e-01,2.633332319058442374e-03,7.884830830801086154e-01
1.316999999999999993e+01,1.122110547115934831e-01,9.648336790691068865e-01,2.628539502515952943e-03,7.884297523206409419e-01
1.319999999999999929e+01,1.122042340924389592e-01,9.647568819766103587e-01,2.624180716537166669e-03,7.883765528822966884e-01
1.322999999999999865e+01,1.121973829976101178e-01,9.646801910696926052e-01,2.619506657105920202e-03,7.883234793843351129e-01
1.325999999999999979e+01,1.121905018963446077e-01,9.646036103950546003e-01,2.614518132131394505e-03,7.882705344734635133e-01
1.328999999999999915e+01,1.121835912583264983e-01,9.645271439853910778e-01,2.609215994831374629e-03,7.882177207851284173e-01
1.332000000000000028e+01,1.121766515536628123e-01,9.644507958588117713e-01,2.603601143547659529e-03,7.881650409430766002e-01
1.334999999999999964e+01,1.121696832528595034e-01,9.643745700182684288e-01,2.597674521553410172e-03,7.881124975589134385e-01
1.337999999999999901e+01,1.121626868267969757e-01,9.642984559009238898e-01,2.592550402286491768e-03,7.880600932316706997e-01
1.341000000000000014e+01,1.121556627270864220e-01,9.642224561246852677e-01,2.587220733495653423e-03,7.880078186573196142e-01
1.343999999999999950e+01,1.121486114040479432e-01,9.641465745666468745e-01,2.581589015073226974e-03,7.879556753301476535e-01
1.346999999999999886e+01,1.121415333084223587e-01,9.640708089855962726e-01,2.576123321458996182e-03,7.879036657755966733e-01
1.350000000000000000e+01,1.121344288831169073e-01,9.639951508162212246e-01,2.571307803622835918e-03,7.878517875189112729e-01
1.352999999999999936e+01,1.121272985547613621e-01,9.639196010259525327e-01,2.566413291348295343e-03,7.878000329283456615e-01
1.355999999999999872e+01,1.121201427467360540e-01,9.638441431545212712e-01,2.562774840749212739e-03,7.877484021855598595e-01
1.358999999999999986e+01,1.121129618557061558e-01,9.637687642962667889e-01,2.560122938612145217e-03,7.876968812343477788e-01
1.361999999999999922e+01,1.121057562566999677e-01,9.636934454542434025e-01,2.558927937651876618e-03,7.876454589608937740e-01
1.365000000000000036e+01,1.120985262951256778e-01,9.636181608285543376e-01,2.559717805235380093e-03,7.875941193034790011e-01
1.367999999999999972e+01,1.120912722779134896e-01,9.635428905308923708e-01,2.562041483842362154e-03,7.875428406818310023e-01
1.370999999999999908e+01,1.120839944818978751e-01,9.634676180114748467e-01,2.565644162147522143e-03,7.874916064007310146e-01
1.374000000000000021e+01,1.120766931586407306e-01,9.633923358759535205e-01,2.569820434252319871e-03,7.874404025354609926e-01
1.376999999999999957e+01,1.120693685470475209e-01,9.633170391898826512e-01,2.574380626697129332e-03,7.873892226793387517e-01
1.379999999999999893e+01,1.120620208768197124e-01,9.632417279915573838e-01,2.578940896197797015e-03,7.873380624539231265e-01
1.383000000000000007e+01,1.120546503752591488e-01,9.631663922302273750e-01,2.584280859950567784e-03,7.872869215580657887e-01
1.385999999999999943e+01,1.120472572536874989e-01,9.630910359413678012e-01,2.589312440057158545e-03,7.872357914479107821e-01
1.388999999999999879e+01,1.120398417266137980e-01,9.630156631689388291e-01,2.594034771087905169e-03,7.871846751153009913e-01
1.391999999999999993e+01,1.120324040117119807e-01,9.629402725909453897e-01,2.598862303576651191e-03,7.871335755547511637e-01
1.394999999999999929e+01,1.120249443225503072e-01,9.628648585325884079e-01,2.604131472077996032e-03,7.870824913705544157e-01
1.397999999999999865e+01,1.120174628627645941e-01,9.627894236618977919e-01,2.609196746492056362e-03,7.870314176149253438e-01
1.400999999999999979e+01,1.120099598374161981e-01,9.627139694150883553e-01,2.614152329486185960e-03,7.869803561733724750e-01
1.403999999999999915e+01,1.120024354513154824e-01,9.626384999094110828e-01,2.618792771785722999e-03,7.869293079226828969e-01
1.407000000000000028e+01,1.119948899126405328e-01,9.625630192684557773e-01,2.623117368494599748e-03,7.868782759316648168e-01
1.409999999999999964e+01,1.119873234329098882e-01,9.624875316215544263e-01,2.627125460426611887e-03,7.868272632697960178e-01
1.412999999999999901e+01,1.119797362269546875e-01,9.624120353207900047e-01,2.631263202401331377e-03,7.867762730067777710e-01
1.416000000000000014e+01,1.119721285050910425e-01,9.623365285906834155e-01,2.635540517583736305e-03,7.867253034852614846e-01
1.418999999999999950e+01,1.119645004729962201e-01,9.622610156857998032e-01,2.639491537985028374e-03,7.866743529500216381e-01
1.421999999999999886e+01,1.119568523398916104e-01,9.621855008652631103e-01,2.643115688959061377e-03,7.866234245818042314e-01
1.425000000000000000e+01,1.119491843185111413e-01,9.621099883921143681e-01,2.646412444961347178e-03,7.865725215603323051e-01
1.427999999999999936e+01,1.119414966250691784e-01,9.620344825326693217e-01,2.649381329642843536e-03,7.865216470638285440e-01
1.430999999999999872e+01,1.119337894792278021e-01,9.619589875558757219e-01,2.652021915934552228e-03,7.864708042685388811e-01
1.433999999999999986e+01,1.119260631040637083e-01,9.618835077326686189e-01,2.654333826122813426e-03,7.864199963482568778e-01
1.436999999999999922e+01,1.119183177260344719e-01,9.618080473353278759e-01,2.656316731915344016e-03,7.863692264738449955e-01
1.439999999999999858e+01,1.119105535749443381e-01,9.617326106368331295e-01,2.657970354497988207e-03,7.863184978127608638e-01
1.442999999999999972e+01,1.119027708839095553e-01,9.616572019102189728e-01,2.659294464582067676e-03,7.862678135285807723e-01
1.445999999999999908e+01,1.118949698893231259e-01,9.615818254279322463e-01,2.660288882442625284e-03,7.862171767805241629e-01
1.449000000000000021e+01,1.118871508308191404e-01,9.615064854611865552e-01,2.660953477947138653e-03,7.861665907229803407e-01
1.451999999999999957e+01,1.118793139512365559e-01,9.614311862793181174e-01,2.661288170574971617e-03,7.861160585050337435e-01
1.454999999999999893e+01,1.118714594965825315e-01,9.613559307093881845e-01,2.661404152369432636e-03,7.860655832699910972e-01
1.458000000000000007e+01,1.118635877140529838e-01,9.612807169638959426e-01,2.661657763925168348e-03,7.860151669777499794e-01
1.460999999999999943e+01,1.118556988457944934e-01,9.612055494054327909e-01,2.661573934259884276e-03,7.859648078137854155e-01
1.463999999999999879e+01,1.118477931372552914e-01,9.611304323922696957e-01,2.661152766811216049e-03,7.859145089992561894e-01
1.466999999999999993e+01,1.118398708371441952e-01,9.610553702776816198e-01,2.660394417251422169e-03,7.858642737474170747e-01
1.469999999999999929e+01,1.118319321973891833e-01,9.609803674092709525e-01,2.659299093440434161e-03,7.858141052631271162e-01
1.472999999999999865e+01,1.118239774730953873e-01,9.609054281282969345e-01,2.657867055368928148e-03,7.857640067423560248e-01
1.475999999999999979e+01,1.118160069225026809e-01,9.608305567690014204e-01,2.656098615091401390e-03,7.857139813716982335e-01
1.478999999999999915e+01,1.118080208069428400e-01,9.607557576579388581e-01,2.653994136649098952e-03,7.856640323278825111e-01
1.482000000000000028e+01,1.118000193907961876e-01,9.606810351133084902e-01,2.651554035983021661e-03,7.856141627772869063e-01
1.484999999999999964e+01,1.117920029414478378e-01,9.606063848896357893e-01,2.649434991501531909e-03,7.855643758754550232e-01
1.487999999999999901e+01,1.117839717177011166e-01,9.605318104104629828e-01,2.647048900688669850e-03,7.855146677712370185e-01
1.491000000000000014e+01,1.117759259802166838e-01,9.604573158713251013e-01,2.644336360668983563e-03,7.854650408967824848e-01
1.493999999999999950e+01,1.117678659925343543e-01,9.603829054576389357e-01,2.641297930489430647e-03,7.854154983131796941e-01
1.496999999999999886e+01,1.117597920210287865e-01,9.603085833440779817e-01,2.637934217748806598e-03,7.853660430694753281e-01
1.500000000000000000e+01,1.117517043348647404e-01,9.602343536939514923e-01,2.634245878456721330e-03,7.853166782022278358e-01
1.502999999999999936e+01,1.117436032059520024e-01,9.601602206585860833e-01,2.630233616883643176e-03,7.852674067350634557e-01
1.505999999999999872e+01,1.117354889088999631e-01,9.600861883767090044e-01,2.625898185401932729e-03,7.852182316782356786e-01
1.508999999999999986e+01,1.117273617209717934e-01,9.600122609738349633e-01,2.621240384317994904e-03,7.851691560281851556e-01
1.511999999999999922e+01,1.117192219220383420e-01,9.599384425616552807e-01,2.616261061695558752e-03,7.851201827671049349e-01
1.514999999999999858e+01,1.117110697945317005e-01,9.598647333376906232e-01,2.611260451137904608e-03,7.850713148625055871e-01
1.517999999999999972e+01,1.117029056181358532e-01,9.597911280239284082e-01,2.606658845935511289e-03,7.850225520773944643e-01
1.520999999999999908e+01,1.116947296624269947e-01,9.597176305990480216e-01,2.601745906034203751e-03,7.849738897005691385e-01
