# t,rho,B,strain,J
5.699999999999999512e-01,8.737161667103300611e-02,9.989668804833377047e-01,8.620217645062688708e-04,8.541431260693768124e-01
5.999999999999999778e-01,8.769408530992466033e-02,9.989079560586840989e-01,8.960375828967589908e-04,8.535914772172299436e-01
6.300000000000000044e-01,8.801258768504449659e-02,9.988484417781016145e-01,9.292700810222896245e-04,8.530458391287579767e-01
6.599999999999999201e-01,8.832717646349495799e-02,9.987883505686475649e-01,9.617286708209625990e-04,8.525061296819061996e-01
6.899999999999999467e-01,8.863790347547653714e-02,9.987276951982888562e-01,9.934225114341262673e-04,8.519722682317725226e-01
7.199999999999999734e-01,8.894481973129228503e-02,9.986664882796627563e-01,1.024360518900564428e-03,8.514441755783016541e-01
7.500000000000000000e-01,8.924797543791564147e-02,9.986047422736991086e-01,1.054551375537742322e-03,8.509217739348394760e-01
7.800000000000000266e-01,8.954742001513524285e-02,9.985424694931154255e-01,1.084003539020437709e-03,8.504049868975076532e-01
8.099999999999999423e-01,8.984320211128993261e-02,9.984796821057841942e-01,1.112725251166617191e-03,8.498937394153855962e-01
8.399999999999999689e-01,9.013536961860660335e-02,9.984163921379763940e-01,1.140724546440036527e-03,8.493879577614614762e-01
8.699999999999999956e-01,9.042396968815302749e-02,9.983526114774885496e-01,1.168009260178660969e-03,8.488875695043350822e-01
8.999999999999999112e-01,9.070904874441761134e-02,9.982883518766527686e-01,1.194587036557737299e-03,8.483925034806458765e-01
9.299999999999999378e-01,9.099065249952721646e-02,9.982236249552386420e-01,1.220465336296024453e-03,8.479026897682024888e-01
9.599999999999999645e-01,9.126882596711408113e-02,9.981584407657404512e-01,1.245758085930329063e-03,8.474180596597952198e-01
9.899999999999999911e-01,9.154361347382986014e-02,9.980928082544966440e-01,1.270545106905100318e-03,8.469385444179414746e-01
1.020000000000000018e+00,9.181505867119973963e-02,9.980267384563081823e-01,1.294669283850347768e-03,8.464640756448629233e-01
1.050000000000000044e+00,9.208320455163954144e-02,9.979602422857027921e-01,1.318137297318305434e-03,8.459945879679811043e-01
1.080000000000000071e+00,9.234809346102576533e-02,9.978933305393434816e-01,1.340955678389848431e-03,8.455300171333189896e-01
1.109999999999999876e+00,9.260976711096378933e-02,9.978260138983422456e-01,1.363130814926516617e-03,8.450702999824022399e-01
1.139999999999999902e+00,9.286826659076295731e-02,9.977583029304881723e-01,1.384668957619560612e-03,8.446153744297214550e-01
1.169999999999999929e+00,9.312363237912717195e-02,9.976902080923911731e-01,1.405576225842211213e-03,8.441651794407440956e-01
1.199999999999999956e+00,9.337590435556916701e-02,9.976217397315417790e-01,1.425858613311129864e-03,8.437196550104590909e-01
1.229999999999999982e+00,9.362512181155642488e-02,9.975529080882917787e-01,1.445521993563002230e-03,8.432787421424342567e-01
1.260000000000000009e+00,9.387132346139635819e-02,9.974837189170060459e-01,1.464897289983928957e-03,8.428423828283765351e-01
1.290000000000000036e+00,9.411454744676377160e-02,9.974141802325380279e-01,1.483814892449740377e-03,8.424105163284749676e-01
1.319999999999999840e+00,9.435483135046117409e-02,9.973443017268035504e-01,1.502148403691775779e-03,8.419830848628666597e-01
1.349999999999999867e+00,9.459221220907805538e-02,9.972740929948876731e-01,1.519903047523520892e-03,8.415600330891801484e-01
1.379999999999999893e+00,9.482672652291167237e-02,9.972035635366747197e-01,1.537083951449889647e-03,8.411413065792484600e-01
1.409999999999999920e+00,9.505841026566165530e-02,9.971327160034035852e-01,1.554197698170711349e-03,8.407268518009443081e-01
1.439999999999999947e+00,9.528729888451192842e-02,9.970615581202298960e-01,1.570865974155087608e-03,8.403166104077670617e-01
1.469999999999999973e+00,9.551342731669672237e-02,9.969900971428909964e-01,1.587121849827270986e-03,8.399105292895648889e-01
1.500000000000000000e+00,9.573682999805452343e-02,9.969183340483862565e-01,1.603429850125837096e-03,8.395085558664335812e-01
1.530000000000000027e+00,9.595754086331628741e-02,9.968462697854303389e-01,1.619790666869683465e-03,8.391106331825948228e-01
1.560000000000000053e+00,9.617559335498833406e-02,9.967738933983198990e-01,1.637087097877528525e-03,8.387167051712317578e-01
1.589999999999999858e+00,9.639102041555724920e-02,9.967011885414993611e-01,1.655718709851536959e-03,8.383267066484880736e-01
1.619999999999999885e+00,9.660385448876229741e-02,9.966281507284181496e-01,1.674804055602702136e-03,8.379405688172988365e-01
1.649999999999999911e+00,9.681412754469505277e-02,9.965547824250424735e-01,1.693825569146875393e-03,8.375582337653106890e-01
1.679999999999999938e+00,9.702187109768899143e-02,9.964810815970139846e-01,1.713116180025364612e-03,8.371796502816392094e-01
1.709999999999999964e+00,9.722711620803176080e-02,9.964070534756223063e-01,1.732134921337406732e-03,8.368047641972735651e-01
1.739999999999999991e+00,9.742989349988588621e-02,9.963327044393448517e-01,1.750795054319651293e-03,8.364335282627435308e-01
1.770000000000000018e+00,9.763023317043480198e-02,9.962580340126105938e-01,1.769604311053202218e-03,8.360658969719876321e-01
1.799999999999999822e+00,9.782816498777142933e-02,9.961830463870349206e-01,1.788214694787646029e-03,8.357018198317425206e-01
1.829999999999999849e+00,9.802371830469597258e-02,9.961077477410678060e-01,1.806477157947620604e-03,8.353412510327820062e-01
1.859999999999999876e+00,9.821692206856540153e-02,9.960321442399127090e-01,1.824391198891383474e-03,8.349841471720877983e-01
1.889999999999999902e+00,9.840780482819133645e-02,9.959562420359647783e-01,1.841956299399955628e-03,8.346304655560528030e-01
