model,mu_hat,Sigma_hat,n_params,chi2_min,loglike_max,AIC,BIC,delta_BIC,delta_AIC
weyl_only_sigma,0.0,0.4162812031512771,1,0.8915326297114707,1.4997713646041007,-0.9995427292082013,9.19529200689517,0.0,0.0
GR_no_residual,0.0,0.0,0,19.609525539311957,-7.8592250901961425,15.718450180392285,15.718450180392285,6.523158173497116,16.717992909600486
growth_plus_weyl,0.2232005768220677,0.38851158051681267,2,4.083916165574512e-31,1.9455376794598358,0.1089246410803284,20.49859411328707,11.3033021063919,1.1084673702885297
growth_only_mu,0.49002558597831025,0.0,1,14.910851794604822,-5.509888217842575,13.01977643568515,23.21461117178852,14.01931916489335,14.019319164893352
