speed,sense,update,verify,correct,sync,total,threshold
0.2,2.7090509710918673,3.6120679614558235,0.3189050971091868,0.06502883323285587,0.005123927874826377,6.710176790764559,240.0
0.2812785388127854,3.8099894935903897,5.079985991453853,0.44850579867410745,0.09145950931674876,0.008119829689436796,9.438060622724535,240.0
0.36255707762557077,4.91092801608891,6.547904021451881,0.5781065002390281,0.11789254428196036,0.011438541100732063,12.166269623162513,240.0
0.4438356164383562,6.011866538587433,8.015822051449911,0.7077072018039487,0.14432822893681593,0.015030118906299204,14.894754139684407,240.0
0.5251141552511416,7.112805061085955,9.48374008144794,0.8373079033688695,0.1707668864177542,0.018860579965291936,17.623480512285813,240.0
0.606392694063927,8.213743583584478,10.95165811144597,0.9669086049337902,0.1972088755775601,0.022905003371306767,20.3524241789131,240.0
0.6876712328767123,9.314682106082996,12.419576141443997,1.0965093064987106,0.22365459471531307,0.02714417651203247,23.08156632525305,240.0
0.7689497716894977,10.41562062858152,13.887494171442027,1.2261100080636314,0.25010448568156995,0.03156274571260662,25.810892039481352,240.0
0.8502283105022832,11.51655915108004,15.355412201440055,1.3557107096285521,0.2765590383955151,0.03614810392624003,28.540389204470404,240.0
0.9315068493150684,12.61749767357856,16.82333023143808,1.4853114111934727,0.3030187958143294,0.04088967745404929,31.27004778947849,240.0
1.012785388127854,13.718436196077084,18.291248261436113,1.6149121127583934,0.32948435939887566,0.04577844538935465,33.99985937505982,240.0
1.0940639269406394,14.819374718575606,19.75916629143414,1.7445128143233142,0.355956395124002,0.050806602872531484,36.729816822329596,240.0
1.1753424657534246,15.920313241074124,21.22708432143217,1.8741135158882345,0.3824356400863686,0.05596731742686237,39.45991403590776,240.0
1.25662100456621,17.02125176357265,22.6950023514302,2.0037142174531555,0.4089229097677253,0.06125454787556196,42.1901457900993,240.0
1.3378995433789955,18.12219028607117,24.16292038142823,2.1333149190180762,0.43541910601706363,0.06666290669344499,44.92050759922798,240.0
1.4191780821917808,19.22312880856969,25.630838411426254,2.2629156205829966,0.46192522582106965,0.07218755332984521,47.650995619729855,240.0
1.5004566210045662,20.324067331068214,27.098756441424285,2.3925163221479173,0.48844237093885984,0.07782411013494298,50.38160657571422,240.0
1.5817351598173517,21.425005853566734,28.566674471422314,2.522117023712838,0.5149717584841428,0.08356859511936984,53.112337702305396,240.0
1.663013698630137,22.525944376065258,30.034592501420345,2.651717725277759,0.5415147325457691,0.08941736747446763,55.8431867027836,240.0
1.7442922374429224,23.626882898563775,31.50251053141837,2.781318426842679,0.5680727769461641,0.09536708291913475,58.574151716690125,240.0
1.8255707762557078,24.7278214210623,32.970428561416405,2.9109191284076004,0.5946475292464498,0.10141465672062269,61.30523129685337,240.0
1.906849315068493,25.82875994356082,34.43834659141443,3.0405198299725207,0.621240796117219,0.1075572327840576,64.03642439384905,240.0
1.9881278538812786,26.929698466059342,35.90626462141246,3.170120531537441,0.6478545702050039,0.11379215759602804,66.76773034681027,240.0
2.0694063926940642,28.030636988557866,37.37418265141049,3.2997212331023626,0.6744910486365521,0.12011695809088208,69.49914887979816,240.0
2.1506849315068495,29.131575511056386,38.84210068140852,3.4293219346672825,0.7011526533161818,0.12652932271696782,72.23068010316534,240.0
2.231963470319635,30.232514033554914,40.310018711406556,3.558922636232204,0.7278420531858207,0.13302708513573777,74.96232451951525,240.0
2.3132420091324204,31.333452556053434,41.77793674140458,3.6885233377971245,0.7545621886329307,0.13960821010429264,77.69408303399237,240.0
2.3945205479452056,32.434391078551954,43.245854771402605,3.8181240393620453,0.781316298248506,0.146270781181877,80.425956968747,240.0
2.4757990867579913,33.53532960105048,44.71377280140064,3.947724740926966,0.8081079481557958,0.15301298997030854,83.15794808150419,240.0
2.5570776255707766,34.636268123548994,46.18169083139867,4.077325442491887,0.8349410641504772,0.15983312665251592,85.89005858824254,240.0
2.638356164383562,35.73720664604752,47.64960886139669,4.206926144056807,0.8618199669148193,0.16672957163600996,88.62229119005185,240.0
2.7196347031963475,36.83814516854604,49.117526891394725,4.336526845621728,0.8887494105920536,0.17370078814196477,91.35464910429653,240.0
2.8009132420091327,37.939083691044566,50.58544492139276,4.466127547186648,0.9157346250328522,0.1807453156076652,94.08713610026449,240.0
2.882191780821918,39.040022213543075,52.053362951390774,4.595728248751569,0.9427813620536742,0.18786176379189645,96.819756539531,240.0
2.9634703196347036,40.1409607360416,53.521280981388806,4.72532895031649,0.9698959460768906,0.19504880749055173,99.55251542131434,240.0
3.044748858447489,41.24189925854012,54.98919901138684,4.8549296518814105,0.9970853295552501,0.2023051817841882,102.2854184331478,240.0
3.126027397260274,42.34283778103864,56.45711704138486,4.98453035344633,1.0243571536185272,0.20962967775113522,105.0184720072395,240.0
3.20730593607306,43.44377630353717,57.9250350713829,5.114131055011252,1.0517198144182944,0.2170211385895638,107.75168338293918,240.0
3.288584474885845,44.54471482603569,59.392953101380925,5.243731756576173,1.0791825356878544,0.22447845610007502,110.4850606757807,240.0
3.3698630136986303,45.64565334853421,60.86087113137896,5.373332458141093,1.1067554480786124,0.23200056748716427,113.21861295362004,240.0
3.451141552511416,46.746591871032734,62.32878916137699,5.502933159706013,1.1344496758817626,0.23958645244362084,115.95235032044113,240.0
3.532420091324201,47.84753039353125,63.796707191375006,5.632533861270934,1.1622774317952405,0.24723513048672954,118.68628400845915,240.0
3.6136986301369864,48.948468916029775,65.26462522137304,5.762134562835854,1.1902521204506327,0.25494565851920775,121.4204264792085,240.0
3.694977168949772,50.0494074385283,66.73254325137107,5.891735264400776,1.2183884514732592,0.2627171285912658,124.15479153436466,240.0
3.7762557077625574,51.15034596102682,68.2004612813691,6.021335965965696,1.2467025629110717,0.27054866584312715,126.8893944371158,240.0
3.8575342465753426,52.25128448352534,69.66837931136712,6.150936667530617,1.275212155934438,0.2784394266098708,129.6242520449674,240.0
3.9388127853881283,53.35222300602386,71.13629734136515,6.280537369095538,1.3039366417793175,0.28638859667262234,132.3593829549365,240.0
4.020091324200913,54.45316152852238,72.60421537136317,6.410138070660458,1.3328973019808001,0.29439538964199474,135.09480766216882,240.0
4.101369863013699,55.5541000510209,74.0721334013612,6.539738772225379,1.3621174630223944,0.3024590454612958,137.83054873309118,240.0
4.1826484018264845,56.655038573519434,75.54005143135925,6.669339473790299,1.3916226866085921,0.31057882901841977,140.56663099429602,240.0
4.26392694063927,57.75597709601796,77.00796946135728,6.798940175355221,1.421440976853933,0.31875402885656756,143.30308173844097,240.0
4.345205479452055,58.85691561851647,78.47588749135531,6.928540876920141,1.4516030057705334,0.32698395597500063,146.03993094853746,240.0
4.426484018264841,59.95785414101499,79.94380552135334,7.0581415784850625,1.48214235852733,0.33526794271196886,148.7772115420927,240.0
4.507762557077626,61.058792663513515,81.41172355135137,7.187742280049982,1.513095800047329,0.3436053417027709,151.51495963666497,240.0
4.589041095890411,62.15973118601203,82.87964158134939,7.317342981614902,1.5445035646029812,0.35199552490662545,154.25321483848592,240.0
4.670319634703197,63.260669708510555,84.34755961134742,7.446943683179824,1.5764096701630803,0.360437882696667,156.99202055589754,240.0
4.7515981735159825,64.36160823100909,85.81547764134545,7.576544384744746,1.608862259335756,0.36893182300793864,159.73142433944298,240.0
4.832876712328767,65.4625467535076,87.28339567134347,7.7061450863096645,1.6419139688391573,0.37747677053875595,162.47147825053867,240.0
4.914155251141553,66.56348527600612,88.7513137013415,7.835745787874586,1.6756223295117845,0.386072166001252,165.21223926073523,240.0
4.995433789954339,67.66442379850466,90.21923173133955,7.965346489439507,1.7100501989451193,0.3947174654173104,167.9537696836461,240.0
5.076712328767123,68.76536232100315,91.68714976133755,8.094947191004428,1.7452662288785137,0.40341213945644094,170.69613764168008,240.0
5.157990867579909,69.86630084350169,93.1550677913356,8.224547892569348,1.781345369535767,0.41215567281246623,173.43941756975488,240.0
5.239269406392695,70.96723936600021,94.62298582133363,8.35414859413427,1.8183694130991201,0.4209475636161653,176.1836907581834,240.0
