tau,vmax_label,vmax,causal_reach,demand_radius,prediction_burden
1.1987290969899664,relativistic upper bound,1.0,1.1987290969899664,0.55,0.0
1.2053511705685618,relativistic upper bound,1.0,1.2053511705685618,0.55,0.0
1.2119732441471571,relativistic upper bound,1.0,1.2119732441471571,0.55,0.0
1.2185953177257525,relativistic upper bound,1.0,1.2185953177257525,0.55,0.0
1.2252173913043478,relativistic upper bound,1.0,1.2252173913043478,0.55,0.0
1.2318394648829432,relativistic upper bound,1.0,1.2318394648829432,0.55,0.0
1.2384615384615385,relativistic upper bound,1.0,1.2384615384615385,0.55,0.0
1.2450836120401338,relativistic upper bound,1.0,1.2450836120401338,0.55,0.0
1.251705685618729,relativistic upper bound,1.0,1.251705685618729,0.55,0.0
1.2583277591973243,relativistic upper bound,1.0,1.2583277591973243,0.55,0.0
1.2649498327759197,relativistic upper bound,1.0,1.2649498327759197,0.55,0.0
1.271571906354515,relativistic upper bound,1.0,1.271571906354515,0.55,0.0
1.2781939799331103,relativistic upper bound,1.0,1.2781939799331103,0.55,0.0
1.2848160535117057,relativistic upper bound,1.0,1.2848160535117057,0.55,0.0
1.291438127090301,relativistic upper bound,1.0,1.291438127090301,0.55,0.0
1.2980602006688964,relativistic upper bound,1.0,1.2980602006688964,0.55,0.0
1.3046822742474917,relativistic upper bound,1.0,1.3046822742474917,0.55,0.0
1.3113043478260868,relativistic upper bound,1.0,1.3113043478260868,0.55,0.0
1.3179264214046822,relativistic upper bound,1.0,1.3179264214046822,0.55,0.0
1.3245484949832775,relativistic upper bound,1.0,1.3245484949832775,0.55,0.0
1.3311705685618729,relativistic upper bound,1.0,1.3311705685618729,0.55,0.0
1.3377926421404682,relativistic upper bound,1.0,1.3377926421404682,0.55,0.0
1.3444147157190636,relativistic upper bound,1.0,1.3444147157190636,0.55,0.0
1.351036789297659,relativistic upper bound,1.0,1.351036789297659,0.55,0.0
1.3576588628762543,relativistic upper bound,1.0,1.3576588628762543,0.55,0.0
1.3642809364548494,relativistic upper bound,1.0,1.3642809364548494,0.55,0.0
1.3709030100334447,relativistic upper bound,1.0,1.3709030100334447,0.55,0.0
1.37752508361204,relativistic upper bound,1.0,1.37752508361204,0.55,0.0
1.3841471571906354,relativistic upper bound,1.0,1.3841471571906354,0.55,0.0
1.3907692307692308,relativistic upper bound,1.0,1.3907692307692308,0.55,0.0
1.397391304347826,relativistic upper bound,1.0,1.397391304347826,0.55,0.0
1.4040133779264214,relativistic upper bound,1.0,1.4040133779264214,0.55,0.0
1.4106354515050168,relativistic upper bound,1.0,1.4106354515050168,0.55,0.0
1.417257525083612,relativistic upper bound,1.0,1.417257525083612,0.55,0.0
1.4238795986622073,relativistic upper bound,1.0,1.4238795986622073,0.55,0.0
1.4305016722408026,relativistic upper bound,1.0,1.4305016722408026,0.55,0.0
1.437123745819398,relativistic upper bound,1.0,1.437123745819398,0.55,0.0
1.4437458193979933,relativistic upper bound,1.0,1.4437458193979933,0.55,0.0
1.4503678929765886,relativistic upper bound,1.0,1.4503678929765886,0.55,0.0
1.456989966555184,relativistic upper bound,1.0,1.456989966555184,0.55,0.0
1.4636120401337793,relativistic upper bound,1.0,1.4636120401337793,0.55,0.0
1.4702341137123744,relativistic upper bound,1.0,1.4702341137123744,0.55,0.0
1.4768561872909698,relativistic upper bound,1.0,1.4768561872909698,0.55,0.0
1.4834782608695651,relativistic upper bound,1.0,1.4834782608695651,0.55,0.0
1.4901003344481605,relativistic upper bound,1.0,1.4901003344481605,0.55,0.0
1.4967224080267558,relativistic upper bound,1.0,1.4967224080267558,0.55,0.0
1.5033444816053512,relativistic upper bound,1.0,1.5033444816053512,0.55,0.0
1.5099665551839465,relativistic upper bound,1.0,1.5099665551839465,0.55,0.0
1.5165886287625419,relativistic upper bound,1.0,1.5165886287625419,0.55,0.0
1.5232107023411372,relativistic upper bound,1.0,1.5232107023411372,0.55,0.0
1.5298327759197323,relativistic upper bound,1.0,1.5298327759197323,0.55,0.0
1.5364548494983277,relativistic upper bound,1.0,1.5364548494983277,0.55,0.0
1.543076923076923,relativistic upper bound,1.0,1.543076923076923,0.55,0.0
1.5496989966555184,relativistic upper bound,1.0,1.5496989966555184,0.55,0.0
1.5563210702341137,relativistic upper bound,1.0,1.5563210702341137,0.55,0.0
1.562943143812709,relativistic upper bound,1.0,1.562943143812709,0.55,0.0
1.5695652173913044,relativistic upper bound,1.0,1.5695652173913044,0.55,0.0
1.5761872909698997,relativistic upper bound,1.0,1.5761872909698997,0.55,0.0
1.5828093645484949,relativistic upper bound,1.0,1.5828093645484949,0.55,0.0
1.5894314381270902,relativistic upper bound,1.0,1.5894314381270902,0.55,0.0
1.5960535117056855,relativistic upper bound,1.0,1.5960535117056855,0.55,0.0
1.602675585284281,relativistic upper bound,1.0,1.602675585284281,0.55,0.0
1.6092976588628762,relativistic upper bound,1.0,1.6092976588628762,0.55,0.0
1.6159197324414716,relativistic upper bound,1.0,1.6159197324414716,0.55,0.0
1.622541806020067,relativistic upper bound,1.0,1.622541806020067,0.55,0.0
1.6291638795986623,relativistic upper bound,1.0,1.6291638795986623,0.55,0.0
1.6357859531772574,relativistic upper bound,1.0,1.6357859531772574,0.55,0.0
1.6424080267558527,relativistic upper bound,1.0,1.6424080267558527,0.55,0.0
1.649030100334448,relativistic upper bound,1.0,1.649030100334448,0.55,0.0
1.6556521739130434,relativistic upper bound,1.0,1.6556521739130434,0.55,0.0
1.6622742474916388,relativistic upper bound,1.0,1.6622742474916388,0.55,0.0
1.6688963210702341,relativistic upper bound,1.0,1.6688963210702341,0.55,0.0
1.6755183946488295,relativistic upper bound,1.0,1.6755183946488295,0.55,0.0
1.6821404682274248,relativistic upper bound,1.0,1.6821404682274248,0.55,0.0
1.68876254180602,relativistic upper bound,1.0,1.68876254180602,0.55,0.0
1.6953846153846153,relativistic upper bound,1.0,1.6953846153846153,0.55,0.0
1.7020066889632106,relativistic upper bound,1.0,1.7020066889632106,0.55,0.0
1.708628762541806,relativistic upper bound,1.0,1.708628762541806,0.55,0.0
1.7152508361204013,relativistic upper bound,1.0,1.7152508361204013,0.55,0.0
