sample,min_mu,min_Sigma,max_Xhat,physical_ok
436,1.3168680966512438,1.0,0.9999977920847146,True
437,1.1980800686511317,1.0,0.99999666926744,True
438,1.0683629774192671,1.0,0.999999777336692,True
439,1.2790479890158357,1.0,0.9999999992150725,True
440,1.269617575911334,1.0,0.9999950894761719,True
441,1.1440722412923472,1.0,0.9999995655741234,True
442,1.1161770231382901,1.0,0.9999953092892254,True
443,1.2865897443530883,1.0,0.9999950627354178,True
444,1.2570461014294014,1.0,0.9999899307442426,True
445,1.3447462007278579,1.0,0.9999977338253611,True
446,1.134393460414228,1.0,0.9999969413825044,True
447,1.358062076307161,1.0,0.9999980817436954,True
448,1.2357810629708081,1.0,0.9999977214765721,True
449,1.2061368051789443,1.0,0.9999913977717273,True
450,1.1082602977364175,1.0,0.9999999480495132,True
451,1.1945092098406058,1.0,0.9999926610118277,True
452,1.0756719271592123,1.0,0.9999995524204585,True
453,1.1075819395144353,1.0,0.9999967055067515,True
454,1.047122657799621,1.0,0.9999999883068151,True
455,1.2472494012935926,1.0,0.9999951612309982,True
456,1.3659847690500655,1.0,0.9999986278078694,True
457,1.0316080053319001,1.0,0.9999916939302962,True
458,1.363985530130368,1.0,0.9999926069822257,True
459,1.2934832934527802,1.0,0.9999962178106473,True
460,1.2968565096007376,1.0,0.9999914106183833,True
461,1.1529086339864607,1.0,0.9999927090969426,True
462,1.234065979297743,1.0,0.9999966852272054,True
463,1.2652169701213174,1.0,0.9999981549628884,True
464,1.1931784016975402,1.0,0.9999967262417976,True
465,1.1330686187354613,1.0,0.9999972494517674,True
466,1.1119964678613077,1.0,0.9999975363636686,True
467,1.268813877881272,1.0,0.999999146812468,True
468,1.2409326161435223,1.0,0.9999992047280041,True
469,1.0575425419284827,1.0,0.9999978393147755,True
470,1.194009520235355,1.0,0.9999997899342568,True
471,1.2964837533969056,1.0,0.999999516314929,True
472,1.2793263497148577,1.0,0.9999912984809749,True
473,1.2237554976537832,1.0,0.9999962958134284,True
474,1.0479948735055866,1.0,0.999994887968033,True
475,1.037755677803904,1.0,0.9999924890033888,True
476,1.1634647846289958,1.0,0.9999998501333324,True
477,1.2725353458685051,1.0,0.9999999024826196,True
478,1.2331060856088645,1.0,0.9999919850184601,True
479,1.054028654153167,1.0,0.9999974615657486,True
480,1.1869464032426185,1.0,0.9999979762541927,True
481,1.296021788387999,1.0,0.9999976361025865,True
482,1.0944425135896594,1.0,0.9999983843138351,True
483,1.306508951982233,1.0,0.9999916314112955,True
484,1.3168680966512438,1.0,0.9999977920847146,True
485,1.1980800686511317,1.0,0.99999666926744,True
486,1.0683629774192671,1.0,0.999999777336692,True
487,1.2790479890158357,1.0,0.9999999992150725,True
488,1.269617575911334,1.0,0.9999950894761719,True
489,1.1440722412923472,1.0,0.9999995655741234,True
490,1.1161770231382901,1.0,0.9999953092892254,True
491,1.2656934454091555,1.0,0.9999932738183579,True
492,1.2570461014294014,1.0,0.9999899307442426,True
493,1.3447462007278579,1.0,0.9999977338253611,True
494,1.134393460414228,1.0,0.9999969413825044,True
495,1.358062076307161,1.0,0.9999980817436954,True
496,1.2357810629708081,1.0,0.9999977214765721,True
497,1.2061368051789443,1.0,0.9999913977717273,True
498,1.1133594204095898,1.0,0.9999954970379274,True
499,1.1945092098406058,1.0,0.9999926610118277,True
500,1.0659572031706726,1.0,0.9999992539410746,True
501,1.0914460229648426,1.0,0.9999998866523879,True
502,1.047122657799621,1.0,0.9999999883068151,True
503,1.2505483299171927,1.0,0.9999975138939,True
504,1.3659847690500655,1.0,0.9999986278078694,True
505,1.0263672743203889,1.0,0.9999980802985509,True
506,1.4578943624643323,1.0,0.9999999719500045,True
507,1.3333509975983868,1.0,0.999994114919669,True
508,1.2968565096007376,1.0,0.9999914106183833,True
509,1.198143693134215,1.0,0.9999967432158993,True
510,1.234065979297743,1.0,0.9999966852272054,True
511,1.251904043358228,1.0,0.9999985008315363,True
512,1.1931784016975402,1.0,0.9999967262417976,True
513,1.1575627847802326,1.0,0.9999976599340581,True
514,1.153121557338407,1.0,0.9999922923638491,True
515,1.268813877881272,1.0,0.999999146812468,True
516,1.2525812699357408,1.0,0.9999979237004237,True
517,1.0676176812219864,1.0,0.9999983887645373,True
518,1.194009520235355,1.0,0.9999997899342568,True
519,1.3029210096928316,1.0,0.9999998532583031,True
520,1.2790940200631586,1.0,0.9999950859571021,True
521,1.2237554976537832,1.0,0.9999962958134284,True
522,0.940052423101517,1.0,0.999998989493141,True
523,1.037755677803904,1.0,0.9999924890033888,True
524,1.1745109722411966,1.0,0.9999937940445282,True
525,1.2725353458685051,1.0,0.9999999024826196,True
526,1.3035521206896181,1.0,0.999999751962542,True
527,1.054028654153167,1.0,0.9999974615657486,True
528,1.2390507618359201,1.0,0.9999945055234264,True
529,1.2462298802202003,1.0,0.9999999999367183,True
530,1.0944425135896594,1.0,0.9999983843138351,True
531,1.306508951982233,1.0,0.9999916314112955,True
532,1.3168680966512438,1.0,0.9999977920847146,True
533,1.1980800686511317,1.0,0.99999666926744,True
534,1.0683629774192671,1.0,0.999999777336692,True
535,1.2790479890158357,1.0,0.9999999992150725,True
536,1.269617575911334,1.0,0.9999950894761719,True
537,1.1467404601348816,1.0,0.9999986153105118,True
538,1.1161770231382901,1.0,0.9999953092892254,True
539,1.282247129651302,1.0,0.9999994502472073,True
