sample,min_mu,min_Sigma,max_Xhat,physical_ok
119196,1.2549168021593737,1.0,0.9999999950336306,True
119197,1.2855873772219564,1.0,0.9999910249727103,True
119198,1.2578687716433252,1.0,0.9999987559620237,True
119199,1.175575922045318,1.0,0.9999996776650842,True
119200,1.2184686034737122,1.0,0.9999946588903337,True
119201,1.3019554146400973,1.0,0.9999939123425015,True
119202,1.0984267745921488,1.0,0.9999938452940238,True
119203,1.2150831643869355,1.0,0.9999965786188318,True
119204,1.3716703484356492,1.0,0.9999947287935822,True
119205,1.231868933775131,1.0,0.9999979184926158,True
119206,1.3249843776304688,1.0,0.9999970759309269,True
119207,1.2779729117492367,1.0,0.9999923801813249,True
119208,1.3301936200254598,1.0,0.9999999751229135,True
119209,1.0697499086177436,1.0,0.9999904075727974,True
119210,1.178485896916909,1.0,0.9999919344304674,True
119211,1.1311793338131553,1.0,0.9999947032825832,True
119212,1.300227881452829,1.0,0.9999997362074463,True
119213,1.116723999889112,1.0,0.9999908226185649,True
119214,1.284861201673637,1.0,0.9999999567609079,True
119215,1.1225115614476575,1.0,0.9999920835876259,True
119216,1.2013062520262996,1.0,0.9999989029042412,True
119217,1.239935758145665,1.0,0.9999975698309868,True
119218,1.203867366390559,1.0,0.9999935285556544,True
119219,1.2303580861097727,1.0,0.999997915722751,True
119220,1.326075141802424,1.0,0.9999982304856946,True
119221,1.2646413608897642,1.0,0.9999999999036119,True
119222,1.169308014741907,1.0,0.9999995667886185,True
119223,1.25540112110403,1.0,0.9999997532645705,True
119224,1.2020668992815207,1.0,0.9999986235884075,True
119225,1.0529078736862578,1.0,0.9999999680664964,True
119226,1.0734290796543253,1.0,0.9999987709292114,True
119227,1.033493395929734,1.0,0.9999999545964009,True
119228,1.2442111343372468,1.0,0.9999991021592449,True
119229,1.0855726228647917,1.0,0.9999966977092687,True
119230,1.1613462394689293,1.0,0.9999991860938577,True
119231,1.1650006405037574,1.0,0.9999940759365087,True
119232,1.175541042777202,1.0,0.9999947149829981,True
119233,1.198258026961253,1.0,0.9999919330432898,True
119234,1.0879548021249454,1.0,0.9999935648096252,True
119235,1.101248939554095,1.0,0.9999994127931714,True
119236,1.3806337365018448,1.0,0.9999995310439518,True
119237,1.1335060564126216,1.0,0.9999999032361501,True
119238,1.352262544894544,1.0,0.9999945134236893,True
119239,1.1172013232423073,1.0,0.9999987687970545,True
119240,1.1398424021304363,1.0,0.9999999999986426,True
119241,1.0625293401449503,1.0,0.9999995390976718,True
119242,1.11432931742363,1.0,0.9999964255221222,True
119243,1.2649516458521024,1.0,0.9999943657491607,True
119244,1.2549168021593737,1.0,0.9999999950336306,True
119245,1.2977884001320743,1.0,0.999999741709673,True
119246,1.3722583180464665,1.0,0.9999996994243071,True
119247,1.0987467972723228,1.0,0.9999984423205185,True
119248,1.2184686034737122,1.0,0.9999946588903337,True
119249,1.2929858357642723,1.0,0.9999959738185028,True
119250,1.1438254846963851,1.0,0.9999997630626204,True
119251,1.217939557265082,1.0,0.9999984697012552,True
119252,1.3716703484356492,1.0,0.9999947287935822,True
119253,1.231868933775131,1.0,0.9999979184926158,True
119254,1.3249843776304688,1.0,0.9999970759309269,True
119255,1.3887230342408923,1.0,0.9999988725285401,True
119256,1.3329597167684415,1.0,0.9999999604518064,True
119257,1.083428014884816,1.0,0.999992353642699,True
119258,1.2057410283950978,1.0,0.9999999998790842,True
119259,1.1636265602363407,1.0,0.9999946651701013,True
119260,1.298763886757549,1.0,0.9999943274173794,True
119261,1.116723999889112,1.0,0.9999908226185649,True
119262,1.3100601139910215,1.0,0.9999933766759626,True
119263,1.1415365634384211,1.0,0.9999928464875988,True
119264,1.1977712734818042,1.0,0.9999918478088358,True
119265,1.2211468483964556,1.0,0.9999999656763779,True
119266,1.2050794754762761,1.0,0.999992328697801,True
119267,1.1554048930869452,1.0,0.9999990054374636,True
119268,1.3291942741170395,1.0,0.999993153194879,True
119269,1.2842204889094653,1.0,0.9999925001165068,True
119270,1.1700527170302244,1.0,0.9999993403587623,True
119271,1.2174824406286697,1.0,0.9999941733505068,True
119272,1.2020668992815207,1.0,0.9999986235884075,True
119273,1.0529078736862578,1.0,0.9999999680664964,True
119274,1.0734290796543253,1.0,0.9999987709292114,True
119275,1.033493395929734,1.0,0.9999999545964009,True
119276,1.2717626860916282,1.0,0.9999995245438469,True
119277,1.124491643138515,1.0,0.999998047840161,True
119278,1.1613462394689293,1.0,0.9999991860938577,True
119279,1.1223055264993516,1.0,0.9999998474374772,True
119280,1.1966814446467675,1.0,0.9999991558403908,True
119281,1.198258026961253,1.0,0.9999919330432898,True
119282,1.0908291261555685,1.0,0.9999981521176471,True
119283,1.1470003532486968,1.0,0.9999972291236671,True
119284,1.3398350243534316,1.0,0.9999999617617505,True
119285,1.1335060564126216,1.0,0.9999999032361501,True
119286,1.352262544894544,1.0,0.9999945134236893,True
119287,1.0622715518911907,1.0,0.9999975207320625,True
119288,1.1398424021304363,1.0,0.9999999999986426,True
119289,1.077595709981723,1.0,0.9999999640457746,True
119290,1.0461473479347665,1.0,0.9999999566159532,True
119291,1.2741554271801219,1.0,0.9999999950565942,True
119292,1.2549168021593737,1.0,0.9999999950336306,True
119293,1.2977884001320743,1.0,0.999999741709673,True
119294,1.3722583180464665,1.0,0.9999996994243071,True
119295,1.0987467972723228,1.0,0.9999984423205185,True
119296,1.2362071522922555,1.0,0.9999960657295626,True
119297,1.2929858357642723,1.0,0.9999959738185028,True
119298,1.1431513625868084,1.0,0.9999999390011126,True
119299,1.217939557265082,1.0,0.9999984697012552,True
119300,1.3716703484356492,1.0,0.9999947287935822,True
119301,1.2330394991626568,1.0,0.9999970785120409,True
119302,1.3249843776304688,1.0,0.9999970759309269,True
119303,1.2263717924902102,1.0,0.9999963820453481,True
119304,1.3326122083615857,1.0,0.9999998164498783,True
119305,1.1307688797219775,1.0,0.9999997012706207,True
119306,1.2057410283950978,1.0,0.9999999998790842,True
119307,1.1646513691742415,1.0,0.9999989622505802,True
119308,1.2189380413871147,1.0,0.9999992260011179,True
119309,1.0745163477981907,1.0,0.9999952845101899,True
119310,1.3100601139910215,1.0,0.9999933766759626,True
119311,1.1415365634384211,1.0,0.9999928464875988,True
119312,1.1510115379172814,1.0,0.9999935338951513,True
119313,1.0772064005879012,1.0,0.9999969301628874,True
119314,1.2293934157605546,1.0,0.9999995527292013,True
119315,1.1554048930869452,1.0,0.9999990054374636,True
119316,1.3291942741170395,1.0,0.999993153194879,True
119317,1.2341439710181066,1.0,0.9999909249288179,True
119318,1.1700527170302244,1.0,0.9999993403587623,True
119319,1.2068168572057456,1.0,0.9999939698952972,True
119320,1.1916986373563372,1.0,0.9999944890274141,True
119321,1.0450137582084504,1.0,0.9999975405464163,True
119322,1.0734290796543253,1.0,0.9999987709292114,True
119323,1.0159613064596769,1.0,0.9999977050225076,True
119324,1.2558854442619125,1.0,0.9999998847716011,True
119325,1.1228540570617496,1.0,0.9999953257161385,True
119326,1.1613462394689293,1.0,0.9999991860938577,True
119327,1.1361118995367132,1.0,0.9999996715004724,True
119328,1.1966814446467675,1.0,0.9999991558403908,True
119329,1.192486125142362,1.0,0.999999759506872,True
119330,1.0908291261555685,1.0,0.9999981521176471,True
119331,1.0912590470264238,1.0,0.9999972451242609,True
119332,1.3398350243534316,1.0,0.9999999617617505,True
119333,1.1335060564126216,1.0,0.9999999032361501,True
119334,1.2435879558647613,1.0,0.9999999641248882,True
119335,1.0622715518911907,1.0,0.9999975207320625,True
119336,1.1398424021304363,1.0,0.9999999999986426,True
119337,1.077595709981723,1.0,0.9999999640457746,True
119338,1.0461473479347665,1.0,0.9999999566159532,True
119339,1.2741554271801219,1.0,0.9999999950565942,True
119340,1.2746043934875362,1.0,0.9999997637817384,True
119341,1.2977884001320743,1.0,0.999999741709673,True
119342,1.3722583180464665,1.0,0.9999996994243071,True
119343,1.0987467972723228,1.0,0.9999984423205185,True
119344,1.2362071522922555,1.0,0.9999960657295626,True
119345,1.306351175465679,1.0,0.9999976339372739,True
119346,1.1577170564579857,1.0,0.9999943048879754,True
119347,1.2088947842667292,1.0,0.9999968420222763,True
119348,1.3716703484356492,1.0,0.9999947287935822,True
119349,1.1664385856052866,1.0,0.999993970630832,True
119350,1.3321481582821921,1.0,0.9999975259844941,True
119351,1.2391707721183396,1.0,0.999996251652906,True
119352,1.3326122083615857,1.0,0.9999998164498783,True
119353,1.1307688797219775,1.0,0.9999997012706207,True
119354,1.2057410283950978,1.0,0.9999999998790842,True
119355,1.1646513691742415,1.0,0.9999989622505802,True
119356,1.11650777532078,1.0,0.9999997243053925,True
119357,1.0956077091322298,1.0,0.9999997257426557,True
119358,1.2943521632712092,1.0,0.9999942597468432,True
119359,1.1456900746289354,1.0,0.9999999923052356,True
119360,1.1510115379172814,1.0,0.9999935338951513,True
119361,1.083075425303435,1.0,0.9999997584663237,True
119362,1.227831581347939,1.0,0.9999980297410719,True
119363,1.1554048930869452,1.0,0.9999990054374636,True
119364,1.3291942741170395,1.0,0.999993153194879,True
119365,1.206951883468539,1.0,0.9999988866541994,True
119366,1.1644739420310022,1.0,0.9999997510791963,True
119367,1.2089379977120571,1.0,0.9999928074140394,True
119368,1.2288249341620758,1.0,0.9999997012166061,True
119369,1.1090066820863713,1.0,0.9999999777042966,True
119370,1.1014122711618048,1.0,0.9999980299512747,True
119371,1.0302410651773135,1.0,0.9999992936793453,True
119372,1.2996101346769877,1.0,0.9999992934970134,True
119373,1.1228540570617496,1.0,0.9999953257161385,True
119374,1.1550833903217008,1.0,0.9999984455884106,True
119375,1.1255010648760742,1.0,0.9999958451111324,True
119376,1.1966814446467675,1.0,0.9999991558403908,True
119377,1.192486125142362,1.0,0.999999759506872,True
119378,1.0905853580576557,1.0,0.9999972838018215,True
119379,1.0621503538094754,1.0,0.9999980748197185,True
119380,1.3480745664227034,1.0,0.9999999916637423,True
119381,1.1348954557993973,1.0,0.9999876841133103,True
119382,1.2435879558647613,1.0,0.9999999641248882,True
119383,1.1441958897171995,1.0,0.9999991314503243,True
119384,1.1398424021304363,1.0,0.9999999999986426,True
119385,1.077595709981723,1.0,0.9999999640457746,True
119386,1.0379651857973178,1.0,0.9999923468814876,True
119387,1.2741554271801219,1.0,0.9999999950565942,True
119388,1.220705391001023,1.0,0.9999997286254353,True
119389,1.2503732231021627,1.0,0.9999999948565869,True
119390,1.3722583180464665,1.0,0.9999996994243071,True
119391,1.0987467972723228,1.0,0.9999984423205185,True
119392,1.207972531925078,1.0,0.9999995823833193,True
119393,1.306351175465679,1.0,0.9999976339372739,True
119394,1.1723292952671476,1.0,0.999991322689549,True
119395,1.2184155249826807,1.0,0.9999958810067402,True
119396,1.3376969950254782,1.0,0.9999969185004105,True
119397,1.1664385856052866,1.0,0.999993970630832,True
119398,1.3321481582821921,1.0,0.9999975259844941,True
119399,1.2391707721183396,1.0,0.999996251652906,True
119400,1.314806275745912,1.0,0.9999997362437864,True
119401,1.1788094102268116,1.0,0.9999999877573164,True
119402,1.2057410283950978,1.0,0.9999999998790842,True
119403,1.1466765048238041,1.0,0.9999908258727934,True
119404,1.0905990690105756,1.0,0.999999670800977,True
119405,1.078571621244239,1.0,0.9999969673686337,True
119406,1.2950953033797186,1.0,0.9999998638398726,True
119407,1.1456900746289354,1.0,0.9999999923052356,True
119408,1.152846686441925,1.0,0.9999999980538542,True
119409,1.083075425303435,1.0,0.9999997584663237,True
119410,1.227831581347939,1.0,0.9999980297410719,True
119411,1.131014122983097,1.0,0.9999980655198814,True
119412,1.3291942741170395,1.0,0.999993153194879,True
119413,1.206951883468539,1.0,0.9999988866541994,True
119414,1.1644739420310022,1.0,0.9999997510791963,True
119415,1.2089379977120571,1.0,0.9999928074140394,True
119416,1.2563653424483217,1.0,0.9999979753623817,True
119417,1.108858502120539,1.0,0.9999999735641142,True
119418,1.1014122711618048,1.0,0.9999980299512747,True
119419,1.0302410651773135,1.0,0.9999992936793453,True
119420,1.2996101346769877,1.0,0.9999992934970134,True
119421,1.156619270784364,1.0,0.9999911918800929,True
119422,1.123853777887618,1.0,0.9999940144965326,True
119423,1.1391011318585995,1.0,0.9999989766878432,True
119424,1.1993147966999826,1.0,0.9999941192364439,True
119425,1.1296929897540986,1.0,0.9999927331338714,True
119426,1.01462832278694,1.0,0.9999940321593723,True
119427,1.0629439339380116,1.0,0.9999964610414439,True
119428,1.3480745664227034,1.0,0.9999999916637423,True
119429,1.1348954557993973,1.0,0.9999876841133103,True
119430,1.2727414240366293,1.0,0.9999962747793613,True
119431,1.169651448337816,1.0,0.9999972844810563,True
119432,1.1398424021304363,1.0,0.9999999999986426,True
119433,1.0706883821292297,1.0,0.9999997453652343,True
119434,1.0379651857973178,1.0,0.9999923468814876,True
119435,1.3739259415107257,1.0,0.9999972322550206,True
119436,1.220705391001023,1.0,0.9999997286254353,True
119437,1.2503732231021627,1.0,0.9999999948565869,True
119438,1.536101867773704,1.0,0.9999999312055835,True
119439,1.1064089156659533,1.0,0.9999927774499043,True
119440,1.207972531925078,1.0,0.9999995823833193,True
119441,1.306351175465679,1.0,0.9999976339372739,True
119442,1.1723292952671476,1.0,0.999991322689549,True
119443,1.1640430461895244,1.0,0.9999999385589899,True
119444,1.3721527152782638,1.0,0.9999918090046427,True
119445,1.1812683187940278,1.0,0.9999964626748846,True
119446,1.3321481582821921,1.0,0.9999975259844941,True
119447,1.2196023494024828,1.0,0.9999916629327473,True
119448,1.314202241950532,1.0,0.9999997682383917,True
119449,1.1788094102268116,1.0,0.9999999877573164,True
119450,1.2057410283950978,1.0,0.9999999998790842,True
119451,1.1466765048238041,1.0,0.9999908258727934,True
119452,1.0905990690105756,1.0,0.999999670800977,True
119453,1.0421291618948625,1.0,0.9999983624283832,True
119454,1.2950953033797186,1.0,0.9999998638398726,True
119455,1.1456900746289354,1.0,0.9999999923052356,True
119456,1.152846686441925,1.0,0.9999999980538542,True
119457,1.085617733648727,1.0,0.999998240452133,True
119458,1.2304787035272682,1.0,0.9999995954574872,True
119459,1.1304275562662494,1.0,0.9999975282503406,True
119460,1.2909828443250917,1.0,0.9999964542255161,True
119461,1.2424984257117786,1.0,0.9999923068683305,True
119462,1.1644739420310022,1.0,0.9999997510791963,True
119463,1.2089379977120571,1.0,0.9999928074140394,True
119464,1.2097891004430923,1.0,0.9999999915788204,True
119465,1.108858502120539,1.0,0.9999999735641142,True
119466,1.1107392078609013,1.0,0.9999994464585004,True
119467,1.0302410651773135,1.0,0.9999992936793453,True
119468,1.2996101346769877,1.0,0.9999992934970134,True
119469,1.156619270784364,1.0,0.9999911918800929,True
119470,1.117212743356288,1.0,0.9999993812509237,True
119471,1.1391011318585995,1.0,0.9999989766878432,True
119472,1.1955415758015064,1.0,0.9999909882031068,True
119473,1.1296929897540986,1.0,0.9999927331338714,True
119474,0.9086668680215072,1.0,0.9999975209570667,True
119475,1.0143302858946952,1.0,0.9999926669348512,True
119476,1.3480745664227034,1.0,0.9999999916637423,True
119477,1.1728210385924125,1.0,0.9999998868084765,True
119478,1.2727414240366293,1.0,0.9999962747793613,True
119479,1.164054328787955,1.0,0.9999996409610098,True
119480,1.136449115748496,1.0,0.9999981480955767,True
119481,1.0706883821292297,1.0,0.9999997453652343,True
119482,1.0379651857973178,1.0,0.9999923468814876,True
119483,1.3739259415107257,1.0,0.9999972322550206,True
119484,1.220705391001023,1.0,0.9999997286254353,True
119485,1.2503732231021627,1.0,0.9999999948565869,True
119486,1.536101867773704,1.0,0.9999999312055835,True
119487,1.1593149614968257,1.0,0.9999924208873185,True
119488,1.1924370513925402,1.0,0.9999967519567728,True
119489,1.250367007878161,1.0,0.9999913571110213,True
119490,1.1509464086722871,1.0,0.9999998605093435,True
119491,1.1640430461895244,1.0,0.9999999385589899,True
119492,1.3498440800666494,1.0,0.9999939081415625,True
119493,1.2225532649238782,1.0,0.9999905090024068,True
119494,1.2371883169859308,1.0,0.99999498273001,True
119495,1.2196023494024828,1.0,0.9999916629327473,True
119496,1.2710264223959435,1.0,0.9999999689712178,True
119497,1.1368554912420126,1.0,0.9999998355050599,True
119498,1.195071306167971,1.0,0.9999916364203516,True
119499,1.1466765048238041,1.0,0.9999908258727934,True
119500,1.0893484681865848,1.0,0.9999983556817584,True
119501,1.0421291618948625,1.0,0.9999983624283832,True
119502,1.3066529296790599,1.0,0.9999998833125684,True
119503,1.1456900746289354,1.0,0.9999999923052356,True
119504,1.152846686441925,1.0,0.9999999980538542,True
119505,1.1192709600149802,1.0,0.9999965679216651,True
119506,1.181603043136062,1.0,0.9999997829189451,True
119507,1.1304275562662494,1.0,0.9999975282503406,True
119508,1.2948378561841039,1.0,0.9999936651256085,True
119509,1.281808142819402,1.0,0.9999995390152462,True
119510,1.1644739420310022,1.0,0.9999997510791963,True
119511,1.2395108340010088,1.0,0.9999999247385508,True
119512,1.2097891004430923,1.0,0.9999999915788204,True
119513,1.108858502120539,1.0,0.9999999735641142,True
119514,1.0999251191855288,1.0,0.9999991457077015,True
119515,1.0166690331566848,1.0,0.9999996798469309,True
119516,1.2996101346769877,1.0,0.9999992934970134,True
119517,1.1525802752971517,1.0,0.9999943572424546,True
119518,1.117212743356288,1.0,0.9999993812509237,True
119519,1.1391011318585995,1.0,0.9999989766878432,True
119520,1.1635018609725838,1.0,0.9999942499917974,True
119521,1.1883707079197459,1.0,0.9999995717185869,True
119522,0.9086668680215072,1.0,0.9999975209570667,True
119523,1.0758449143463873,1.0,0.9999989386170529,True
119524,1.3650300911788347,1.0,0.9999994116923943,True
119525,1.174736126984973,1.0,0.9999915149010833,True
119526,1.2727414240366293,1.0,0.9999962747793613,True
119527,1.1297521853363313,1.0,0.9999999184681396,True
119528,1.136449115748496,1.0,0.9999981480955767,True
119529,1.0706883821292297,1.0,0.9999997453652343,True
119530,1.0593671480243332,1.0,0.9999993403860552,True
119531,1.3739259415107257,1.0,0.9999972322550206,True
119532,1.220705391001023,1.0,0.9999997286254353,True
119533,1.2170941150003352,1.0,0.9999973001335661,True
119534,1.536101867773704,1.0,0.9999999312055835,True
119535,1.1573218262738263,1.0,0.9999996942861674,True
119536,1.1924370513925402,1.0,0.9999967519567728,True
119537,1.266480520833726,1.0,0.9999951620615118,True
119538,1.1576355577389177,1.0,0.9999989247212335,True
119539,1.1366974970923258,1.0,0.9999992103461403,True
119540,1.3498440800666494,1.0,0.9999939081415625,True
119541,1.1739161843259294,1.0,0.9999999740115088,True
119542,1.2371883169859308,1.0,0.99999498273001,True
119543,1.219920473410952,1.0,0.9999994392895203,True
119544,1.2566354660281116,1.0,0.999992172779179,True
119545,1.1368554912420126,1.0,0.9999998355050599,True
119546,1.195071306167971,1.0,0.9999916364203516,True
119547,1.1216492718237048,1.0,0.9999915669960893,True
119548,1.0893484681865848,1.0,0.9999983556817584,True
119549,1.0110878242239703,1.0,0.9999965419048596,True
119550,1.2358520896631704,1.0,0.9999973139851096,True
119551,1.0571828088298643,1.0,0.9999967374353745,True
119552,1.1368219820942658,1.0,0.9999991094226985,True
119553,1.0255620697914,1.0,0.9999992806285456,True
119554,1.2076833209656777,1.0,0.9999960331804761,True
119555,1.1304275562662494,1.0,0.9999975282503406,True
119556,1.2971014236407403,1.0,0.999996854940795,True
119557,1.3056611309845734,1.0,0.9999997468463704,True
119558,1.1644739420310022,1.0,0.9999997510791963,True
119559,1.2395108340010088,1.0,0.9999999247385508,True
119560,1.2097891004430923,1.0,0.9999999915788204,True
119561,1.108858502120539,1.0,0.9999999735641142,True
119562,1.0999251191855288,1.0,0.9999991457077015,True
119563,1.0568631342578838,1.0,0.9999997638392902,True
119564,1.2996101346769877,1.0,0.9999992934970134,True
119565,1.1525802752971517,1.0,0.9999943572424546,True
119566,1.1194245787209613,1.0,0.9999955697205402,True
119567,1.1391011318585995,1.0,0.9999989766878432,True
119568,1.1635018609725838,1.0,0.9999942499917974,True
119569,1.1883707079197459,1.0,0.9999995717185869,True
119570,1.140913355869612,1.0,0.9999993643209434,True
119571,1.0200554373926785,1.0,0.9999999793289167,True
119572,1.3728124796190875,1.0,0.9999978676143402,True
119573,1.174736126984973,1.0,0.9999915149010833,True
119574,1.346932472024299,1.0,0.9999964977540599,True
119575,1.09630389325896,1.0,0.9999984142199949,True
119576,1.136449115748496,1.0,0.9999981480955767,True
119577,1.0802755231468977,1.0,0.9999999884327072,True
119578,1.0593671480243332,1.0,0.9999993403860552,True
119579,1.3739259415107257,1.0,0.9999972322550206,True
119580,1.220705391001023,1.0,0.9999997286254353,True
119581,1.2180613413457249,1.0,0.9999951564573323,True
119582,1.5787113872795357,1.0,0.9999974776899502,True
119583,1.1573218262738263,1.0,0.9999996942861674,True
119584,1.1924370513925402,1.0,0.9999967519567728,True
119585,1.3404305246511066,1.0,0.9999988761227754,True
119586,1.1595657042114238,1.0,0.9999971741824781,True
119587,1.0517714671274327,1.0,0.9999916937151782,True
119588,1.3498440800666494,1.0,0.9999939081415625,True
119589,1.1517713613943819,1.0,0.9999999253557625,True
119590,1.2380124637812813,1.0,0.9999957044604941,True
119591,1.3387614333846165,1.0,0.9999995001533697,True
119592,1.2830288668496017,1.0,0.9999977358267468,True
119593,1.138404783077052,1.0,0.999993579306837,True
119594,1.1655505443336842,1.0,0.999999934142982,True
119595,1.150387320346511,1.0,0.999995418294168,True
119596,1.0158941832529607,1.0,0.999996702592223,True
119597,1.0110878242239703,1.0,0.9999965419048596,True
119598,1.2358520896631704,1.0,0.9999973139851096,True
119599,1.0571828088298643,1.0,0.9999967374353745,True
119600,1.0693683856744527,1.0,0.9999993567457894,True
119601,1.0090455854229545,1.0,0.999992948028634,True
119602,1.2147628022097694,1.0,0.9999993810207267,True
119603,1.1304275562662494,1.0,0.9999975282503406,True
119604,1.2765314446384013,1.0,0.9999931765388747,True
119605,1.2469813088907726,1.0,0.9999920229470439,True
119606,1.1653277559117474,1.0,0.9999990974605358,True
119607,1.2391493829398403,1.0,0.9999974186845636,True
119608,1.2471704326769495,1.0,0.9999981652873488,True
119609,1.108858502120539,1.0,0.9999999735641142,True
119610,1.0999251191855288,1.0,0.9999991457077015,True
119611,1.0221820633127228,1.0,0.9999965791792496,True
119612,1.2336236974688752,1.0,0.9999998930173728,True
119613,1.1525802752971517,1.0,0.9999943572424546,True
119614,1.1129765609674303,1.0,0.9999993406237501,True
119615,1.1005398792226293,1.0,0.9999980320654102,True
119616,1.1635018609725838,1.0,0.9999942499917974,True
119617,1.2606481166573036,1.0,0.9999992859731782,True
119618,1.1547754661097394,1.0,0.9999997098087217,True
119619,1.0396763631095927,1.0,0.9999912989654004,True
119620,1.468855316472284,1.0,0.9999950070763922,True
119621,1.1695894963186204,1.0,0.9999921047964554,True
119622,1.3466912854188933,1.0,0.9999955668472716,True
119623,1.09630389325896,1.0,0.9999984142199949,True
119624,1.1191704507699949,1.0,0.9999975653137044,True
119625,1.0802755231468977,1.0,0.9999999884327072,True
119626,1.0593671480243332,1.0,0.9999993403860552,True
119627,1.3137970587509284,1.0,0.9999954004248672,True
119628,1.220705391001023,1.0,0.9999997286254353,True
119629,1.2110520890370204,1.0,0.999996407869926,True
119630,1.552402302645614,1.0,0.9999974369451251,True
119631,1.1573218262738263,1.0,0.9999996942861674,True
119632,1.1951927917507603,1.0,0.9999978745181093,True
119633,1.334725578613734,1.0,0.9999960293027677,True
119634,1.1614954617298787,1.0,0.9999903762526504,True
119635,1.0922589394947884,1.0,0.9999954151212583,True
119636,1.3498440800666494,1.0,0.9999939081415625,True
119637,1.1604610437599294,1.0,0.9999986614690656,True
119638,1.2380124637812813,1.0,0.9999957044604941,True
119639,1.2276466229645617,1.0,0.9999949238582024,True
119640,1.2830288668496017,1.0,0.9999977358267468,True
119641,1.1405675853937653,1.0,0.999997961719397,True
119642,1.140467862767062,1.0,0.9999999996643898,True
119643,1.1138819748583022,1.0,0.9999989605455905,True
119644,1.0158941832529607,1.0,0.999996702592223,True
119645,1.0110878242239703,1.0,0.9999965419048596,True
119646,1.2358520896631704,1.0,0.9999973139851096,True
119647,1.0571828088298643,1.0,0.9999967374353745,True
119648,1.068946405445505,1.0,0.9999978060763327,True
119649,1.0843916457544733,1.0,0.9999958052658268,True
119650,1.1857333445702136,1.0,0.9999994720453156,True
119651,1.1304275562662494,1.0,0.9999975282503406,True
119652,1.2765314446384013,1.0,0.9999931765388747,True
119653,1.330128486485951,1.0,0.9999948822008979,True
119654,1.1653277559117474,1.0,0.9999990974605358,True
119655,1.2391493829398403,1.0,0.9999974186845636,True
119656,1.2429539249871917,1.0,0.999994188579007,True
119657,1.108858502120539,1.0,0.9999999735641142,True
119658,1.1060870422866445,1.0,0.9999968797088763,True
119659,1.0073717349945137,1.0,0.9999999659315928,True
119660,1.2294273771599236,1.0,0.9999968705207359,True
119661,1.1525802752971517,1.0,0.9999943572424546,True
119662,1.1129765609674303,1.0,0.9999993406237501,True
119663,1.1005398792226293,1.0,0.9999980320654102,True
119664,1.1772991861350164,1.0,0.9999989708242206,True
119665,1.2963141552411255,1.0,0.9999955240824255,True
119666,1.1343125417768862,1.0,0.9999961730979864,True
119667,1.0396763631095927,1.0,0.9999912989654004,True
119668,1.3955447767956555,1.0,0.9999944329159144,True
119669,1.1695894963186204,1.0,0.9999921047964554,True
119670,1.312280668062324,1.0,0.9999958323469251,True
119671,1.09630389325896,1.0,0.9999984142199949,True
119672,1.1191704507699949,1.0,0.9999975653137044,True
119673,1.0567887281595225,1.0,0.9999947037448463,True
119674,1.0609632741756057,1.0,0.9999980688737703,True
119675,1.3122559551509585,1.0,0.9999926100134895,True
119676,1.19278061714133,1.0,0.9999972965776097,True
119677,1.1935943647096883,1.0,0.9999976818873181,True
119678,1.552402302645614,1.0,0.9999974369451251,True
119679,1.1487297005891748,1.0,0.9999941004016186,True
119680,1.1829079174935622,1.0,0.9999970346659106,True
119681,1.334725578613734,1.0,0.9999960293027677,True
119682,1.161806010320699,1.0,0.9999932546712348,True
119683,1.1741584805061864,1.0,0.9999951158504102,True
119684,1.3498440800666494,1.0,0.9999939081415625,True
119685,1.1604610437599294,1.0,0.9999986614690656,True
119686,1.2353931227367752,1.0,0.9999998524591314,True
119687,1.2276466229645617,1.0,0.9999949238582024,True
119688,1.2830288668496017,1.0,0.9999977358267468,True
119689,1.1287657085445328,1.0,0.9999988002328227,True
119690,1.0691467384649465,1.0,0.9999956051375627,True
119691,1.1108088803840968,1.0,0.9999945343159194,True
119692,1.059354485235902,1.0,0.9999993509321107,True
119693,1.0110878242239703,1.0,0.9999965419048596,True
119694,1.2413491470932194,1.0,0.9999982285375953,True
119695,1.0571828088298643,1.0,0.9999967374353745,True
119696,1.1078988052999632,1.0,0.9999963668342657,True
119697,1.0843129638971594,1.0,0.9999974894580913,True
119698,1.1857333445702136,1.0,0.9999994720453156,True
119699,1.1304275562662494,1.0,0.9999975282503406,True
119700,1.2765314446384013,1.0,0.9999931765388747,True
119701,1.2928303766276348,1.0,0.9999948582412125,True
119702,1.1653277559117474,1.0,0.9999990974605358,True
119703,1.203723640032127,1.0,0.9999979022663412,True
119704,1.2429539249871917,1.0,0.999994188579007,True
119705,1.1760187091890528,1.0,0.9999984548317009,True
119706,1.0731195701070162,1.0,0.9999986033557878,True
119707,1.0073717349945137,1.0,0.9999999659315928,True
119708,1.2317049009725234,1.0,0.9999930615183003,True
119709,1.1525802752971517,1.0,0.9999943572424546,True
119710,1.1129765609674303,1.0,0.9999993406237501,True
119711,1.0901154295807363,1.0,0.9999981715671055,True
119712,1.2097268413464681,1.0,0.9999997722250112,True
119713,1.2963141552411255,1.0,0.9999955240824255,True
119714,1.1343125417768862,1.0,0.9999961730979864,True
119715,1.0396763631095927,1.0,0.9999912989654004,True
119716,1.2055691783747666,1.0,0.9999967080795842,True
119717,1.1695894963186204,1.0,0.9999921047964554,True
