model,parameter,mean,std,q16,q50,q84,Rhat_split,tau_int_proxy,ESS_proxy
g1demk,Omega_m,0.297855294336224,0.00907007028735293,0.2888296003925003,0.29786167713301237,0.30683728314041386,1.0008049458414987,1.0,360000.0
g1demk,s,2.5918194759797513,0.11613878086415896,2.475104874708682,2.59324976076187,2.7096882899498813,1.000425409293362,1.0057612035011454,357937.84722139564
g1demk,q_BAO,30.376493184091306,0.25893302629383086,30.118248881172924,30.374254373712485,30.632854276159392,1.000816569595417,1.0,360000.0
g1demk,sigma8_0,0.7744405922905796,0.027517692839088462,0.7471781526822131,0.7740020760547998,0.801894978353458,1.0000868973270816,1.0,360000.0
g1demk,kappa,0.9117195269763528,0.41581627627101214,0.5320952685340499,0.8404519040540115,1.2921023276737424,1.000375161516415,1.02055179307101,352750.34784535546
