parameter,mean,std,q16,q50,q84
Omega_m,0.29940558814254886,0.039832745056452804,0.28242165093273947,0.3103874260205085,0.32556136412136183
w0,-0.7998934318057587,0.06167160664651811,-0.8608289439025888,-0.8019567653844045,-0.739320455275789
wa,-0.41585117125414595,0.5663101827790092,-0.9661300988482033,-0.46851679836102794,0.16032356520455582
q_BAO,30.371422687651574,0.2553222568465832,30.1165259793471,30.37532974612892,30.6200998858046
sigma8_0,0.7796726154616733,0.07705012904716628,0.7308437668993712,0.7627248547185371,0.8067370249061573
