Omega_m,s,q_BAO,sigma8_0,mu0,Sigma0,kappa_BW
0.30722563081752996,2.553844790712064,30.82115890973871,0.7817915490077076,0.0,-0.33461640696595196,0.75
0.2817257356652384,2.4176591033155916,30.482865637506055,0.7634534942154356,0.0,-0.43675567251330627,0.75
0.29825217971518375,2.449146959963863,30.75319981714196,0.8182699695777667,0.0,-0.41313978002710283,0.75
0.31411934256555324,2.6686847293355225,30.661575083173048,0.7658402675610487,0.0,-0.24848645299835814,0.75
0.30511612811924216,2.7428216147854156,30.170338522687953,0.8196580164256492,0.0,-0.19288378891093827,0.75
0.302361123096019,2.5326950523641885,30.6614812790013,0.74768727808291,0.0,-0.35047871072685866,0.75
0.30307288751974726,2.5614823579053865,30.615493809993627,0.7927909135849656,0.0,-0.32888823157096014,0.75
0.2881573844924869,2.614699248798385,30.205626065753837,0.7966838533609547,0.0,-0.28897556340121133,0.75
0.2968400226391137,2.6035434465550753,30.189831369819284,0.752126712489589,0.0,-0.2973424150836935,0.75
0.29555194979451654,2.4604457385527585,30.496839925612335,0.7935398480452401,0.0,-0.4046656960854311,0.75
0.28639120811156416,2.6227051749652004,29.984979866416698,0.7812301297907588,0.0,-0.2829711187760997,0.75
0.29262013360696326,2.57353966879864,30.252350395415228,0.7597757431444807,0.0,-0.31984524840102013,0.75
0.30844354575871546,2.654935975566487,30.292262148182743,0.7906901994068731,0.0,-0.2587980183251346,0.75
0.29049738157315536,2.7480312809690797,29.733446292691106,0.7707941265329845,0.0,-0.18897653927319025,0.75
0.30326564971110787,2.5451411018790293,30.667555517442075,0.7491838799766672,0.0,-0.341144173590728,0.75
0.3064761704829857,2.585511470565871,30.543844241965697,0.775811409402414,0.0,-0.3108663970755967,0.75
0.29330837114974306,2.57996094582831,30.270117724697137,0.7890870054759496,0.0,-0.3150292906287674,0.75
0.31383300432561045,2.4606137358031748,30.873419437270126,0.7766689312386317,0.0,-0.4045396981476189,0.75
0.3105327856411432,2.5786034788864316,30.62779338194896,0.7483184342799625,0.0,-0.3160473908351763,0.75
0.2907347545759682,2.593448976785023,30.140997874536467,0.7563208067837973,0.0,-0.3049132674112327,0.75
0.3012874306103293,2.4622124358469573,30.788745328235795,0.7887748261520388,0.0,-0.40334067311478206,0.75
0.292053866671302,2.582134405838518,30.208010926808853,0.7968658662302897,0.0,-0.3133991956211116,0.75
0.28814218353881416,2.5388182419546323,30.231738177385793,0.7818901783478074,0.0,-0.34588631853402574,0.75
0.30572603550103106,2.538328127374447,30.766646168449988,0.767356599535468,0.0,-0.3462539044691648,0.75
0.2873702489382695,2.539026481412497,30.245841658202117,0.7939521530057588,0.0,-0.3457301389406271,0.75
0.2937698728755724,2.5466372610045243,30.206785950574968,0.8280739885897965,0.0,-0.3400220542466068,0.75
0.3044472229270615,2.6656114915754006,30.478521803948663,0.7807819606683454,0.0,-0.2507913813184496,0.75
0.28350748489382216,2.6074829256875325,30.04312084749272,0.7448740500091799,0.0,-0.29438780573435064,0.75
0.30286414442424336,2.5641421686330963,30.568691721618595,0.7699274205135632,0.0,-0.3268933735251778,0.75
0.30899423620554833,2.6945228148234412,30.385733553924098,0.7408710580707452,0.0,-0.22910788888241906,0.75
0.30697935980958035,2.5216144719916307,30.75714338011461,0.7747393496408952,0.0,-0.358789146006277,0.75
0.2952896508862074,2.475932517097649,30.50917240928175,0.7566672623498837,0.0,-0.3930506121767633,0.75
0.3004147565217629,2.556029641083447,30.493089123922836,0.7509313479335469,0.0,-0.33297776918741484,0.75
0.29571057897905795,2.71218607675355,30.029242983995548,0.7307200466293544,0.0,-0.21586044243483737,0.75
0.29246549995985843,2.536063075921099,30.387607688685435,0.7394262968425852,0.0,-0.34795269305917564,0.75
0.2922671262015252,2.747506711519061,29.71672126799388,0.7897025576583576,0.0,-0.18936996636070424,0.75
0.28855419643431224,2.454148188938628,30.465574913350284,0.794961724931176,0.0,-0.4093888582960291,0.75
0.28287777874222964,2.5278700753750214,30.203311366175264,0.7929248255736162,0.0,-0.35409744346873395,0.75
0.2926398267517996,2.5095475935581577,30.573032399450888,0.7944521818360246,0.0,-0.3678393048313817,0.75
0.28641847801021014,2.430746756994928,30.492466321582025,0.7810107042714849,0.0,-0.4269399322538039,0.75
0.2979105301455823,2.52292954231231,30.589383487049666,0.7645896393846253,0.0,-0.3578028432657674,0.75
0.2936739365971073,2.62800804629961,30.2670218336128,0.7624006864221026,0.0,-0.27899396527529263,0.75
0.28164824574473774,2.5254766360345777,30.20610076742267,0.7687046374037066,0.0,-0.3558925229740667,0.75
0.3031861309684283,2.660020759841724,30.46468965535616,0.7714907245039823,0.0,-0.254984430118707,0.75
0.2931903511650023,2.5014531328906426,30.45852339422064,0.8519900160181373,0.0,-0.373910150332018,0.75
0.30008145864555935,2.6763165798544635,30.19097442369836,0.7650800900598402,0.0,-0.2427625651091524,0.75
0.3001523315073472,2.4087302458610864,30.896097994676907,0.7640682035220044,0.0,-0.4434523156041852,0.75
0.3042090709153298,2.4456112164697696,30.852399076637166,0.8006180413497659,0.0,-0.41579158764767277,0.75
0.30722563081752996,2.553844790712064,30.82115890973871,0.7817915490077076,0.0,-0.33461640696595196,0.75
0.2817257356652384,2.4176591033155916,30.482865637506055,0.7634534942154356,0.0,-0.43675567251330627,0.75
0.2991428273484034,2.456542592616647,30.75360227532319,0.8138274757596028,0.0,-0.4075930555375147,0.75
0.30594165215444835,2.6033414838581,30.582235672213137,0.7995019934604672,0.0,-0.2974938871064249,0.75
0.3029292953422157,2.7139348346334082,30.17930182503559,0.7959518329506923,0.0,-0.21454887402494383,0.75
0.30259029010010946,2.5326247257404364,30.671763572829686,0.7454220900415167,0.0,-0.3505314556946727,0.75
0.30307288751974726,2.5614823579053865,30.615493809993627,0.7927909135849656,0.0,-0.32888823157096014,0.75
0.2882219937006656,2.6156186691144576,30.204533345657424,0.7959768152669806,0.0,-0.2882859981641568,0.75
0.2968400226391137,2.6035434465550753,30.189831369819284,0.752126712489589,0.0,-0.2973424150836935,0.75
0.2942975882397724,2.459316889946864,30.491235608430603,0.7937947223755416,0.0,-0.40551233253985197,0.75
0.2856893263167865,2.6012827696437237,30.02797533112971,0.7830139903035667,0.0,-0.2990379227672072,0.75
0.29271990097613443,2.569752249871027,30.254055060361335,0.7671452805419735,0.0,-0.3226858125967299,0.75
0.30730861347514327,2.6212344184034944,30.374917447561995,0.7870460814686739,0.0,-0.28407418619737923,0.75
0.29049738157315536,2.7480312809690797,29.733446292691106,0.7707941265329845,0.0,-0.18897653927319025,0.75
0.2987340233629614,2.5599821604985236,30.489526841778762,0.764594472459859,0.0,-0.33001337962610733,0.75
0.3064761704829857,2.585511470565871,30.543844241965697,0.775811409402414,0.0,-0.3108663970755967,0.75
0.2917100511262539,2.5829856421843673,30.21358430390638,0.7884807255260291,0.0,-0.3127607683617245,0.75
0.3094737418522906,2.5056292002408305,30.676906872226333,0.7785348166529161,0.0,-0.37077809981937715,0.75
0.3105327856411432,2.5786034788864316,30.62779338194896,0.7483184342799625,0.0,-0.3160473908351763,0.75
0.294320367823183,2.5841590840074224,30.278892231784628,0.7669194685642687,0.0,-0.31188068699443317,0.75
0.2999926416554794,2.5202493230817873,30.612410128462745,0.7752961302368164,0.0,-0.35981300768865954,0.75
0.2833420783358083,2.610878971513883,29.850935233308185,0.8339157600948672,0.0,-0.29184077136458764,0.75
0.2874565706469551,2.5305781218262333,30.23421823702173,0.7803646568898388,0.0,-0.352066408630325,0.75
0.3041501723411539,2.5656834792625247,30.650620851999516,0.7615920900592428,0.0,-0.32573739055310647,0.75
0.2869972276371511,2.5031653721051152,30.264899713120272,0.7926576079743456,0.0,-0.37262597092116356,0.75
0.2936254365443518,2.5353758542700833,30.269527401201994,0.8340346682263226,0.0,-0.34846810929743754,0.75
0.3044076551686311,2.6660929841537353,30.47529613389411,0.7807908061200266,0.0,-0.2504302618846985,0.75
0.28350748489382216,2.6074829256875325,30.04312084749272,0.7448740500091799,0.0,-0.29438780573435064,0.75
0.29539147452778863,2.6346721790801135,30.361092240192015,0.7653346839206228,0.0,-0.27399586568991485,0.75
0.3055703551646275,2.6688936342576772,30.33054727878049,0.7440418121106662,0.0,-0.24832977430674208,0.75
0.30697935980958035,2.5216144719916307,30.75714338011461,0.7747393496408952,0.0,-0.358789146006277,0.75
0.2952896508862074,2.475932517097649,30.50917240928175,0.7566672623498837,0.0,-0.3930506121767633,0.75
0.30336789503771533,2.563447194178258,30.532275340481796,0.7552054595111684,0.0,-0.32741460436630654,0.75
0.29571057897905795,2.71218607675355,30.029242983995548,0.7307200466293544,0.0,-0.21586044243483737,0.75
0.29246549995985843,2.536063075921099,30.387607688685435,0.7394262968425852,0.0,-0.34795269305917564,0.75
0.29023343705154764,2.704312179719215,29.809567116531614,0.78677020149469,0.0,-0.22176586521058883,0.75
0.2880745894788866,2.4433344053461985,30.481102428316145,0.7972941670825411,0.0,-0.4174991959903511,0.75
0.28188260154527406,2.522974545400652,30.19673799773142,0.7951865460733473,0.0,-0.35776909094951115,0.75
0.2883897554962324,2.5328115862730507,30.46701513350286,0.7972424537535269,0.0,-0.350391310295212,0.75
0.28641847801021014,2.430746756994928,30.492466321582025,0.7810107042714849,0.0,-0.4269399322538039,0.75
0.2979105301455823,2.52292954231231,30.589383487049666,0.7645896393846253,0.0,-0.3578028432657674,0.75
0.29186333439450124,2.6674367103199215,30.142948220778116,0.7561285234173204,0.0,-0.2494224672600589,0.75
0.2947499172231862,2.5495743175011523,30.397375342687724,0.7594577067972941,0.0,-0.3378192618741358,0.75
0.3035663087443692,2.676331169867574,30.406707311228715,0.7809788907990218,0.0,-0.24275162259931948,0.75
0.2936044899252612,2.4856929566715364,30.470758710529076,0.8302232893511752,0.0,-0.38573028249634767,0.75
0.29754177183027514,2.6427688045244166,30.201383990004867,0.7375488209822287,0.0,-0.2679233966066875,0.75
0.3001523315073472,2.4087302458610864,30.896097994676907,0.7640682035220044,0.0,-0.4434523156041852,0.75
0.3042090709153298,2.4456112164697696,30.852399076637166,0.8006180413497659,0.0,-0.41579158764767277,0.75
0.30722563081752996,2.553844790712064,30.82115890973871,0.7817915490077076,0.0,-0.33461640696595196,0.75
0.2817257356652384,2.4176591033155916,30.482865637506055,0.7634534942154356,0.0,-0.43675567251330627,0.75
0.2991428273484034,2.456542592616647,30.75360227532319,0.8138274757596028,0.0,-0.4075930555375147,0.75
0.30594165215444835,2.6033414838581,30.582235672213137,0.7995019934604672,0.0,-0.2974938871064249,0.75
0.3041862037419285,2.654249592290202,30.358630798718455,0.7893686912091977,0.0,-0.2593128057823486,0.75
