Omega_m,s,q_BAO,sigma8_0,mu0,Sigma0,kappa_BW
0.2933932656246344,2.731852765046193,29.943525587689873,0.7844777112381925,0.0,-0.25971395248871243,0.9685498063534113
0.30487643312737966,2.615723560363281,30.380395293884078,0.7700718653074498,0.0,-0.507140623251542,1.3197286404833315
0.3037734013735553,2.4648787965863534,30.732417164417928,0.7844601608471853,0.0,-0.4677594461374717,0.8741186915292077
0.30801744815580295,2.6282292870888724,30.540863197795943,0.7634694168811632,0.0,-0.16218414355853256,0.43624776757846156
0.3042473020427637,2.544858238942788,30.601662996271063,0.7756230379826965,0.0,-0.2883840891428038,0.6336137744709244
0.2905663332231309,2.7336492965282844,29.834965463493575,0.7576640853739238,0.0,-0.41169734030748695,1.5456964631265033
0.29228393865606966,2.5494858032283814,30.32423532782238,0.7510506810842053,0.0,-0.32780074304778445,0.7276146798409509
0.306554989825232,2.5215852728809374,30.707023187626433,0.7844173250767181,0.0,-0.49276498368576155,1.029995432316881
0.3093691382607118,2.560508724886335,30.737184016181455,0.7777913903305976,0.0,-0.29840207806062247,0.6789715631634488
0.3004548828207097,2.6373982782531296,30.28990029341466,0.7525897839347252,0.0,-0.20704638921343033,0.5710022230891884
0.3079866519010959,2.568816562365445,30.540128380710865,0.7365112932677849,0.0,-0.40264078953714366,0.9338039321408201
0.29792966614075633,2.489092570058314,30.598476113872913,0.7997078633439503,0.0,-0.6208042898026108,1.2151013146813474
0.30004432059571473,2.544834756712044,30.54081156868708,0.8141030803746299,0.0,-0.2357103150037564,0.5178565773191879
0.2958028962878374,2.441505694598138,30.56954433877014,0.7776112271331344,0.0,-0.4819729505641277,0.8629863293186602
0.28835177978837384,2.394488345165287,30.709466920284473,0.8035981061955609,0.0,-0.22467808695932534,0.37105493373311843
0.30884196545342407,2.5266268960028144,30.603179106372167,0.7564233290604656,0.0,-0.28885870249284173,0.6102135927320432
0.2915909950623713,2.7177929284512867,29.97671305047543,0.7557966427028727,0.0,-0.1970815792205074,0.6983580465895167
0.2827259582494354,2.431982875848896,30.31822204606414,0.76892132971512,0.0,-0.3494677292939128,0.61524153838881
