parameter,mean,std,q16,q50,q84
Omega_m,0.29293991261708435,0.008884088744760675,0.2840593997573759,0.2929139040794248,0.3017765156141231
s,2.5452501390403794,0.11521210111101934,2.4313655677912553,2.545267799604218,2.659746370926323
q_BAO,30.37873215673802,0.2615846859605163,30.117922319709212,30.376235002319362,30.64168615244326
sigma8_0,0.6977901051629064,0.04492430809388402,0.6524177321430381,0.6960186833772105,0.7427199183140119
mu0,0.4277176981201185,0.22749761476951783,0.19580912278107881,0.4162177288734906,0.6677532795051506
