parameter,mean,std,q16,q50,q84
Omega_m,0.2981623032945196,0.008995247059437774,0.28920846684354556,0.29818332783814155,0.30699221369279783
s,2.5896629269884355,0.11620303977528725,2.4727160790354037,2.59123810786343,2.707985848009883
q_BAO,30.38692542555375,0.2602239570544617,30.125348610092797,30.386574978622832,30.64606019938063
sigma8_0,0.7747456408671869,0.02743373755454854,0.747408142609246,0.7744780239731163,0.8021871363043896
kappa,0.8982916828157469,0.4110608024746377,0.5246895322674988,0.8275753960988205,1.2697946003603493
