parameter,mean,std,q16,q50,q84
Omega_m,0.2972822028998692,0.007467791878596866,0.29007051878012013,0.2977231429537494,0.30357476350380075
s,2.5922542245902833,0.12844915198612578,2.4572425547651657,2.585203744747922,2.7239874067629115
q_BAO,30.374522225831925,0.26262869644408543,30.11250577324919,30.338949046419973,30.667826254047057
sigma8_0,0.7733678714357144,0.025510442909974503,0.7476006509245309,0.7733126511700653,0.7981593744645464
Sigma0,-0.35216423848629974,0.11197962602599987,-0.45699093760264187,-0.352675235341767,-0.24130875944305052
