parameter,mean,std,q16,q50,q84
Omega_m,0.29661004693338416,0.009273723798068045,0.2874191985407604,0.29668734056544155,0.3057983032159984
s,2.5590176472228223,0.11844962490693818,2.4409498337529625,2.5597963499859935,2.676923212149574
q_BAO,30.42753615844471,0.26050395083252387,30.170809673603838,30.424168745733716,30.688095138925362
sigma8_0,0.7742332105085163,0.06297639177371882,0.7115359353689281,0.7730763077040033,0.8366740481848544
mu0,0.0380285424069647,0.2602702114864766,-0.21555054210049748,0.014963570933574408,0.2902083900902155
Sigma0,-0.3348251442436975,0.13913858707972868,-0.472624190668174,-0.3421894236475539,-0.1968691869719103
