parameter,mean,std,q16,q50,q84
Omega_m,0.29671115980442575,0.008553959713967711,0.28822049991172216,0.2966933401676247,0.3052057649070835
s,2.5537884830243263,0.09265258125402441,2.461733104843377,2.5545688031719287,2.6447963456637575
q_BAO,30.436566926537928,0.24181096520466255,30.196262887150553,30.436029966467125,30.678494723725905
sigma8_0,0.7764938902818195,0.027126956622356715,0.7494892633579713,0.7763219623023538,0.8033728750969373
