parameter,mean,std,q16,q50,q84
Omega_m,0.3029110757492572,0.03419853877774871,0.28847327223558983,0.3114243205527299,0.3255006677820535
w0,-0.7985525483133543,0.06231536599835178,-0.8605046961622035,-0.800903075097053,-0.7375225434555361
wa,-0.45693291738245756,0.5437883639881486,-0.973072371816029,-0.5045189209345686,0.05993935985756366
q_BAO,30.369375351707607,0.2609005548832991,30.108514123936423,30.3654266763073,30.63232285315973
sigma8_0,0.7733877156153061,0.06515727750491265,0.7306360670555513,0.7604459410823736,0.7990204875370563
