parameter,mean,std,q16,q50,q84
Omega_m,0.29626324124757775,0.009197658601850239,0.28709365566778694,0.2961608001234156,0.3054849157958623
s,2.559783443249969,0.11687665512230616,2.4437338558884085,2.558159892413833,2.677477398727285
q_BAO,30.41755181304211,0.26231394586667456,30.154975642727063,30.417043866383572,30.68066452203841
sigma8_0,0.7739474416657609,0.06289752400233554,0.7117034320701923,0.7724975301724479,0.8363526677028064
mu0,0.042167274275108836,0.26137915207304585,-0.21195943044871643,0.019083332403713814,0.2949184155263021
Sigma0,-0.3315619802630093,0.1407532396415745,-0.4716966457681445,-0.33982214088254714,-0.19165362643528855
