parameter,mean,std,q16,q50,q84
Omega_m,0.3071922411154352,0.007743327020979533,0.2994651251214106,0.3070455985211343,0.31485688481898705
q_BAO,29.744580503004546,0.19235383541911177,29.555138372684727,29.743421456622293,29.93598188057043
sigma8_0,0.7460723684964714,0.024454736768922642,0.7217578563184511,0.7459818264981353,0.770715900369541
