parameter,mean,std,q16,q50,q84
Omega_m,0.2963561955910222,0.00901071310631771,0.2874742363222488,0.2962853702517657,0.30521103114886317
s,2.557728261662168,0.1148772797934486,2.442598359317929,2.5580051471181964,2.671125721812011
q_BAO,30.42111724269895,0.2592099909651447,30.163705929560965,30.417119323649004,30.678505747153853
sigma8_0,0.778238132309428,0.028255257866576965,0.7500949134473485,0.7782097253329261,0.8060981268893006
Sigma0,-0.33580001424919287,0.11470199462823201,-0.4507836939778729,-0.33602675529704434,-0.22185337441215153
