kind,bin1,bin2,theta_arcmin,value
xip,src0,src0,6.016752640915019,1.3684547999807131e-06
xip,src0,src0,12.247448713915889,1.1230266599877928e-06
xip,src0,src0,24.930391683376275,8.413526692748562e-07
xip,src0,src0,50.747257163882935,5.512338208337416e-07
xip,src0,src0,103.2989831192456,3.000603180316173e-07
xip,src0,src0,210.27106704526625,1.2634064028016978e-07
xip,src0,src1,6.016752640915019,2.1653076969186934e-06
xip,src0,src1,12.247448713915889,1.747532388114889e-06
xip,src0,src1,24.930391683376275,1.278869701094593e-06
xip,src0,src1,50.747257163882935,8.103287499707629e-07
xip,src0,src1,103.2989831192456,4.2093295682005423e-07
xip,src0,src1,210.27106704526625,1.6600342517702093e-07
xip,src0,src2,6.016752640915019,2.7737534509909705e-06
xip,src0,src2,12.247448713915889,2.2090236092186822e-06
xip,src0,src2,24.930391683376275,1.5882001419473505e-06
xip,src0,src2,50.747257163882935,9.827054529243378e-07
xip,src0,src2,103.2989831192456,4.950186230920923e-07
xip,src0,src2,210.27106704526625,1.876470876593386e-07
xip,src0,src3,6.016752640915019,3.885911706489822e-06
xip,src0,src3,12.247448713915889,3.0511924265705355e-06
xip,src0,src3,24.930391683376275,2.153154090239074e-06
xip,src0,src3,50.747257163882935,1.299762884744596e-06
xip,src0,src3,103.2989831192456,6.343243148884452e-07
xip,src0,src3,210.27106704526625,2.3080136405466004e-07
xip,src0,src4,6.016752640915019,4.260784984089064e-06
xip,src0,src4,12.247448713915889,3.3239263387474567e-06
xip,src0,src4,24.930391683376275,2.32684730265058e-06
xip,src0,src4,50.747257163882935,1.3907651393058544e-06
xip,src0,src4,103.2989831192456,6.708846784642351e-07
xip,src0,src4,210.27106704526625,2.407604087914976e-07
xip,src1,src1,6.016752640915019,3.759861180836314e-06
xip,src1,src1,12.247448713915889,2.9773062810579566e-06
xip,src1,src1,24.930391683376275,2.120773537049868e-06
xip,src1,src1,50.747257163882935,1.2920245946246823e-06
xip,src1,src1,103.2989831192456,6.342425849706279e-07
xip,src1,src1,210.27106704526625,2.3023604089465267e-07
xip,src1,src2,6.016752640915019,5.14071972839587e-06
xip,src1,src2,12.247448713915889,4.00940948484121e-06
xip,src1,src2,24.930391683376275,2.797196129782977e-06
xip,src1,src2,50.747257163882935,1.6555059834878171e-06
xip,src1,src2,103.2989831192456,7.812460867584776e-07
xip,src1,src2,210.27106704526625,2.684900152161867e-07
xip,src1,src3,6.016752640915019,7.5494011559985495e-06
xip,src1,src3,12.247448713915889,5.808067157732994e-06
xip,src1,src3,24.930391683376275,3.9768091081180165e-06
xip,src1,src3,50.747257163882935,2.2925895288609175e-06
xip,src1,src3,103.2989831192456,1.0431991572226488e-06
xip,src1,src3,210.27106704526625,3.4013116798809656e-07
xip,src1,src4,6.016752640915019,8.335439113055439e-06
xip,src1,src4,12.247448713915889,6.381710184947604e-06
xip,src1,src4,24.930391683376275,4.341441722307725e-06
xip,src1,src4,50.747257163882935,2.480949842175315e-06
xip,src1,src4,103.2989831192456,1.1157607561849364e-06
xip,src1,src4,210.27106704526625,3.578329338754737e-07
xip,src2,src2,6.016752640915019,7.68487775035479e-06
xip,src2,src2,12.247448713915889,5.868774859993525e-06
xip,src2,src2,24.930391683376275,3.9778817541189736e-06
xip,src2,src2,50.747257163882935,2.2611282163532548e-06
xip,src2,src2,103.2989831192456,1.0095850840302646e-06
xip,src2,src2,210.27106704526625,3.208305477177634e-07
xip,src2,src3,6.016752640915019,1.2375623003344728e-05
xip,src2,src3,12.247448713915889,9.268722039156277e-06
xip,src2,src3,24.930391683376275,6.11629609783234e-06
xip,src2,src3,50.747257163882935,3.3474213328169267e-06
xip,src2,src3,103.2989831192456,1.4173803566453322e-06
xip,src2,src3,210.27106704526625,4.161295144724018e-07
xip,src2,src4,6.016752640915019,1.4165085114300005e-05
xip,src2,src4,12.247448713915889,1.053029045643468e-05
xip,src2,src4,24.930391683376275,6.879722603526755e-06
xip,src2,src4,50.747257163882935,3.713812608644246e-06
xip,src2,src4,103.2989831192456,1.5433836179337144e-06
xip,src2,src4,210.27106704526625,4.408248328343238e-07
xip,src3,src3,6.016752640915019,2.2276257027050727e-05
xip,src3,src3,12.247448713915889,1.624405441311378e-05
xip,src3,src3,24.930391683376275,1.033177781687159e-05
xip,src3,src3,50.747257163882935,5.365827376785379e-06
xip,src3,src3,103.2989831192456,2.109272898469406e-06
xip,src3,src3,210.27106704526625,5.514382361721255e-07
xip,src3,src4,6.016752640915019,2.6964586405270914e-05
xip,src3,src4,12.247448713915889,1.9430917976470058e-05
xip,src3,src4,24.930391683376275,1.2162687302491704e-05
xip,src3,src4,50.747257163882935,6.177900170818069e-06
xip,src3,src4,103.2989831192456,2.3551432092276554e-06
xip,src3,src4,210.27106704526625,5.870314679284981e-07
xip,src4,src4,6.016752640915019,3.4126438230416926e-05
xip,src4,src4,12.247448713915889,2.4188603557963e-05
xip,src4,src4,24.930391683376275,1.4810392365204943e-05
xip,src4,src4,50.747257163882935,7.297962084211103e-06
xip,src4,src4,103.2989831192456,2.6693480678872577e-06
xip,src4,src4,210.27106704526625,6.238927345058159e-07
xim,src0,src0,50.747257163882935,9.77284776387998e-08
xim,src0,src0,103.2989831192456,1.0315972769115937e-07
xim,src0,src0,210.27106704526625,9.14904327857981e-08
xim,src0,src1,50.747257163882935,1.634448550436166e-07
xim,src0,src1,103.2989831192456,1.674870726676676e-07
xim,src0,src1,210.27106704526625,1.4269103655081882e-07
xim,src0,src2,50.747257163882935,2.1738545884249188e-07
xim,src0,src2,103.2989831192456,2.1731011011350687e-07
xim,src0,src2,210.27106704526625,1.7954051914289936e-07
xim,src0,src3,50.747257163882935,3.1574189407302894e-07
xim,src0,src3,103.2989831192456,3.0754286880784194e-07
xim,src0,src3,210.27106704526625,2.462114742893952e-07
xim,src0,src4,50.747257163882935,3.5121776552800586e-07
xim,src0,src4,103.2989831192456,3.3797061162583426e-07
xim,src0,src4,210.27106704526625,2.6696706737187766e-07
xim,src1,src1,50.747257163882935,3.0032639835680453e-07
xim,src1,src1,103.2989831192456,2.979351938915304e-07
xim,src1,src1,210.27106704526625,2.4269364273745916e-07
xim,src1,src2,50.747257163882935,4.268221713724719e-07
xim,src1,src2,103.2989831192456,4.1221728625803347e-07
xim,src1,src2,210.27106704526625,3.2432798497638625e-07
xim,src1,src3,50.747257163882935,6.470919078921203e-07
xim,src1,src3,103.2989831192456,6.104057096536968e-07
xim,src1,src3,210.27106704526625,4.65832197625877e-07
xim,src1,src4,50.747257163882935,7.2185306427399e-07
xim,src1,src4,103.2989831192456,6.75189766689634e-07
xim,src1,src4,210.27106704526625,5.099314531921052e-07
xim,src2,src2,50.747257163882935,6.694200583547937e-07
xim,src2,src2,103.2989831192456,6.23448451700778e-07
xim,src2,src2,210.27106704526625,4.679335074718893e-07
xim,src2,src3,50.747257163882935,1.1212912803998293e-06
xim,src2,src3,103.2989831192456,1.010782875585326e-06
xim,src2,src3,210.27106704526625,7.271116746547744e-07
xim,src2,src4,50.747257163882935,1.3007626278217136e-06
xim,src2,src4,103.2989831192456,1.158015742393186e-06
xim,src2,src4,210.27106704526625,8.201301245890997e-07
xim,src3,src3,50.747257163882935,2.115719167252853e-06
xim,src3,src3,103.2989831192456,1.8256294332342631e-06
xim,src3,src3,210.27106704526625,1.2405873240235825e-06
xim,src3,src4,50.747257163882935,2.607745971011477e-06
xim,src3,src4,103.2989831192456,2.2071222025844293e-06
xim,src3,src4,210.27106704526625,1.4639723862514507e-06
xim,src4,src4,50.747257163882935,3.3767562094294727e-06
xim,src4,src4,103.2989831192456,2.7828368649113873e-06
xim,src4,src4,210.27106704526625,1.7863534378085892e-06
