kind,bin1,bin2,theta_arcmin,value
xip,src2,src2,24.930391683376275,3.882436966190982e-06
xip,src2,src2,50.747257163882935,2.115526419169524e-06
xip,src2,src2,103.2989831192456,8.955383793064906e-07
xip,src2,src2,210.27106704526625,2.654902834129094e-07
xip,src2,src3,6.016752640915019,1.277420451300516e-05
xip,src2,src3,12.247448713915889,9.307888939930108e-06
xip,src2,src3,24.930391683376275,5.925024682995558e-06
xip,src2,src3,50.747257163882935,3.09213266020232e-06
xip,src2,src3,103.2989831192456,1.232933979562298e-06
xip,src2,src3,210.27106704526625,3.3426837160404027e-07
xip,src2,src4,6.016752640915019,1.4899069451324863e-05
xip,src2,src4,12.247448713915889,1.074936163490945e-05
xip,src2,src4,24.930391683376275,6.751356848147054e-06
xip,src2,src4,50.747257163882935,3.458037956104331e-06
xip,src2,src4,103.2989831192456,1.3440062150397868e-06
xip,src2,src4,210.27106704526625,3.507977336781847e-07
xip,src3,src3,6.016752640915019,2.312534673129565e-05
xip,src3,src3,12.247448713915889,1.633814520977368e-05
xip,src3,src3,24.930391683376275,9.967304084388811e-06
xip,src3,src3,50.747257163882935,4.8957160403512105e-06
xip,src3,src3,103.2989831192456,1.7914002445920681e-06
xip,src3,src3,210.27106704526625,4.239316499251964e-07
xip,src3,src4,6.016752640915019,2.8558769077816656e-05
xip,src3,src4,12.247448713915889,1.990424352614129e-05
xip,src3,src4,24.930391683376275,1.1916126520867819e-05
xip,src3,src4,50.747257163882935,5.69590042906642e-06
xip,src3,src4,103.2989831192456,2.003996565888244e-06
xip,src3,src4,210.27106704526625,4.444201044731363e-07
xip,src4,src4,6.016752640915019,3.664625860749965e-05
xip,src4,src4,12.247448713915889,2.5117790747580645e-05
xip,src4,src4,24.930391683376275,1.4694073478209228e-05
xip,src4,src4,50.747257163882935,6.792584546609004e-06
xip,src4,src4,103.2989831192456,2.2754829735580956e-06
xip,src4,src4,210.27106704526625,4.6365603109904596e-07
xim,src0,src0,50.747257163882935,1.4147799004694014e-07
xim,src0,src0,103.2989831192456,1.4653142690058834e-07
xim,src0,src0,210.27106704526625,1.2648626419144527e-07
xim,src0,src1,50.747257163882935,1.9866202821222625e-07
xim,src0,src1,103.2989831192456,1.9847876605409143e-07
xim,src0,src1,210.27106704526625,1.63591237161919e-07
xim,src0,src2,50.747257163882935,2.549656698438093e-07
xim,src0,src2,103.2989831192456,2.501896694317952e-07
xim,src0,src2,210.27106704526625,2.0175937284030266e-07
xim,src0,src3,50.747257163882935,3.576150924703167e-07
xim,src0,src3,103.2989831192456,3.425167223826492e-07
xim,src0,src3,210.27106704526625,2.6850800671439006e-07
xim,src0,src4,50.747257163882935,3.948902363317944e-07
xim,src0,src4,103.2989831192456,3.7354272578363214e-07
xim,src0,src4,210.27106704526625,2.889500512094759e-07
xim,src1,src1,50.747257163882935,3.5348584858731046e-07
xim,src1,src1,103.2989831192456,3.338600508136414e-07
xim,src1,src1,210.27106704526625,2.554980003879429e-07
xim,src1,src2,50.747257163882935,4.81242614224215e-07
xim,src1,src2,103.2989831192456,4.4532055097502026e-07
xim,src1,src2,210.27106704526625,3.319805654479803e-07
xim,src1,src3,50.747257163882935,7.294974788583167e-07
xim,src1,src3,103.2989831192456,6.586823257304016e-07
xim,src1,src3,210.27106704526625,4.7553557698778486e-07
xim,src1,src4,50.747257163882935,8.207063196513864e-07
xim,src1,src4,103.2989831192456,7.337450807118778e-07
xim,src1,src4,210.27106704526625,5.232223851070935e-07
xim,src2,src2,50.747257163882935,7.239376345035038e-07
xim,src2,src2,103.2989831192456,6.459351014764551e-07
xim,src2,src2,210.27106704526625,4.6051755277771215e-07
xim,src2,src3,50.747257163882935,1.211046084197135e-06
xim,src2,src3,103.2989831192456,1.0417889388160009e-06
xim,src2,src3,210.27106704526625,7.084575935674248e-07
xim,src2,src4,50.747257163882935,1.434360090785386e-06
xim,src2,src4,103.2989831192456,1.214296249328615e-06
xim,src2,src4,210.27106704526625,8.090977533806544e-07
xim,src3,src3,50.747257163882935,2.295668700474378e-06
xim,src3,src3,103.2989831192456,1.8803957072250154e-06
xim,src3,src3,210.27106704526625,1.1999558602641838e-06
xim,src3,src4,50.747257163882935,2.8863716906346932e-06
xim,src3,src4,103.2989831192456,2.314720431364728e-06
xim,src3,src4,210.27106704526625,1.4369103488273757e-06
xim,src4,src4,50.747257163882935,3.778905914028317e-06
xim,src4,src4,103.2989831192456,2.953838286545782e-06
xim,src4,src4,210.27106704526625,1.7737631905661311e-06
