t,R_target_bits,Cacc_bits,Delta_FDS_bits,Qdot_over_kBT
7.2,3.9828921423310435,4.590681636222017,0.0,0.0
7.300000000000001,3.9828921423310435,4.590495380767039,0.0,0.0
7.4,3.9828921423310435,4.590305442959372,0.0,0.0
7.5,3.9828921423310435,4.590111751632466,0.0,0.0
7.6000000000000005,3.9828921423310435,4.589914234310341,0.0,0.0
7.7,3.9828921423310435,4.589712817186176,0.0,0.0
7.800000000000001,3.9828921423310435,4.58950742510065,0.0,0.0
7.9,3.9828921423310435,4.589297981520051,0.0,0.0
8.0,3.9828921423310435,4.589084408514153,0.0,0.0
8.1,3.9828921423310435,4.588866626733854,0.0,0.0
8.200000000000001,3.9828921423310435,4.588644555388595,0.0,0.0
8.3,3.9828921423310435,4.588418112223552,0.0,0.0
8.4,3.9828921423310435,4.5881872134966075,0.0,0.0
8.5,3.9828921423310435,4.587951773955101,0.0,0.0
8.6,3.9828921423310435,4.587711706812384,0.0,0.0
8.700000000000001,3.9828921423310435,4.58746692372415,0.0,0.0
8.8,3.9828921423310435,4.587217334764578,0.0,0.0
8.9,3.9828921423310435,4.58696284840228,0.0,0.0
9.0,3.9828921423310435,4.586703371476054,0.0,0.0
9.1,3.9828921423310435,4.586438809170466,0.0,0.0
9.200000000000001,3.9828921423310435,4.586169064991251,0.0,0.0
9.3,3.9828921423310435,4.5858940407405555,0.0,0.0
9.4,3.9828921423310435,4.585613636492018,0.0,0.0
9.5,3.9828921423310435,4.585327750565702,0.0,0.0
9.600000000000001,3.9828921423310435,4.585036279502906,0.0,0.0
9.700000000000001,3.9828921423310435,4.584739118040819,0.0,0.0
9.8,3.9828921423310435,4.584436159087085,0.0,0.0
9.9,3.9828921423310435,4.584127293694249,0.0,0.0
10.0,3.9828921423310435,4.583812411034117,0.0,0.0
10.100000000000001,3.9828921423310435,4.583491398372031,0.0,0.0
10.200000000000001,3.9828921423310435,4.58316414104108,0.0,0.0
10.3,3.9828921423310435,4.582830522416267,0.0,0.0
10.4,3.9828921423310435,4.582490423888626,0.0,0.0
10.5,3.9828921423310435,4.58214372483933,0.0,0.0
10.600000000000001,3.9828921423310435,4.5817903026137925,0.0,0.0
10.700000000000001,3.9828921423310435,4.581430032495784,0.0,0.0
10.8,3.9828921423310435,4.581062787681578,0.0,0.0
10.9,3.9828921423310435,4.580688439254157,0.0,0.0
11.0,3.9828921423310435,4.580306856157482,0.0,0.0
11.100000000000001,3.9828921423310435,4.579917905170871,0.0,0.0
11.200000000000001,3.9828921423310435,4.579521450883476,0.0,0.0
11.3,3.9828921423310435,4.57911735566892,0.0,0.0
11.4,3.9828921423310435,4.578705479660084,0.0,0.0
11.5,3.9828921423310435,4.578285680724098,0.0,0.0
11.600000000000001,3.9828921423310435,4.577857814437534,0.0,0.0
11.700000000000001,3.9828921423310435,4.5774217340618675,0.0,0.0
11.8,3.9828921423310435,4.576977290519193,0.0,0.0
11.9,3.9828921423310435,4.576524332368255,0.0,0.0
12.0,3.9828921423310435,4.576062705780821,0.0,0.0
12.100000000000001,3.9828921423310435,4.575592254518413,0.0,0.0
12.200000000000001,3.9828921423310435,4.575112819909458,0.0,0.0
12.3,3.9828921423310435,4.574624240826871,0.0,0.0
12.4,3.9828921423310435,4.574126353666114,0.0,0.0
12.5,3.9828921423310435,4.573618992323779,0.0,0.0
12.600000000000001,3.9828921423310435,4.573101988176727,0.0,0.0
12.700000000000001,3.9828921423310435,4.57257517006182,0.0,0.0
12.8,3.9828921423310435,4.572038364256299,0.0,0.0
