t,S_res_observer_1_bits,S_res_observer_2_bits,entropy_gap_bits
71.10000000000001,2.157880186132422,1.466167216259274,0.6917129698731479
71.2,2.158902320042254,1.4763165184060933,0.6825858016361606
71.3,2.1599000713710685,1.4863855704273554,0.6735145009437131
71.4,2.160874001508542,1.496373330624563,0.6645006708839789
71.5,2.1618246598916446,1.5062788063000094,0.6555458535916352
71.60000000000001,2.1627525842118187,1.5161010536823767,0.646651530529442
71.7,2.1636583006209706,1.5258391777993219,0.6378191228216488
71.8,2.164542323936145,1.5354923322985354,0.6290499916376096
71.9,2.16540515784275,1.5450597192187114,0.6203454386240383
72.0,2.166247295096211,1.5545405887120118,0.611706706384199
72.10000000000001,2.167069217721955,1.563934238719646,0.6031349790023088
72.2,2.1678713972136046,1.5732400146021979,0.5946313826114067
72.3,2.1686542947293126,1.5824573087264455,0.5861969860028671
72.4,2.1694183612861324,1.5915855600103899,0.5778328012757425
72.5,2.170164037952354,1.6006242534282826,0.5695397845240713
72.60000000000001,2.170891756037742,1.6095729194774764,0.5613188365602655
72.7,2.171601937281595,1.6184311336088921,0.5531708036727028
72.8,2.172294994038587,1.6271985156229851,0.5450964784156018
72.9,2.1729713294623223,1.635874729033036,0.5370966004292863
73.0,2.1736313376865763,1.644459480397642,0.5291718572889343
73.10000000000001,2.1742754040041605,1.6529525186242817,0.5213228853798788
73.2,2.1749039050433967,1.6613536342457769,0.5135502707976198
73.3,2.175517208942153,1.669662658671549,0.505854550270604
73.4,2.17611567551943,1.6778794634154708,0.4982362121039592
73.5,2.1766996564444625,1.6860039593021408,0.49069569714232175
73.60000000000001,2.1772694954033294,1.6940360956534075,0.48323339974992185
73.7,2.177825528263051,1.7019758594568746,0.4758496688061764
73.8,2.178368083233165,1.7098232745181798,0.4685448087149853
73.9,2.1788974810247805,1.7175784005987302,0.4613190804260503
74.0,2.1794140350070914,1.7252413325405964,0.454172702466495
74.10000000000001,2.179918051361369,1.7328121993802137,0.4471058519811555
74.2,2.1804098292324166,1.7402911634524783,0.4401186657799383
74.3,2.1808896608775,1.7476784194868333,0.4332112413906666
74.4,2.1813578318127638,1.7549741936968433,0.4263836381159205
74.5,2.1818146209571343,1.7621787428647449,0.41963587809238945
74.60000000000001,2.1822603007737236,1.7692923534224163,0.41296794735130726
74.7,2.182695137408755,1.77631534053012,0.4063797968786349
74.8,2.1831193908280118,1.783248047154388,0.39987134367362387
74.9,2.1835333149508416,1.7900908431463018,0.39344247180453973
75.0,2.183937157781717,1.796844124321419,0.3870930334602978
75.10000000000001,2.184331161539388,1.8035083115425254,0.38082284999686244
75.2,2.1847155627836434,1.8100838498063299,0.37463171297731357
75.3,2.1850905925396895,1.816571207335194,0.36851938520449545
75.4,2.185456476420198,1.8229708746749136,0.3624856017452842
75.5,2.185813434745015,1.8292833637995165,0.3565300709454986
75.60000000000001,2.18616168265858,1.8355092072240184,0.3506524754345617
75.7,2.1865014302450745,1.841648957125975,0.3448524731190994
75.8,2.186832882641319,1.847703184476682,0.339129698164637
75.9,2.1871562401474596,1.8536724781827552,0.3334837619647044
76.0,2.18747169833546,1.8595574442388294,0.32791425409663066
76.10000000000001,2.1877794481554376,1.8653587048920404,0.3224207432633972
76.2,2.1880796760398633,1.871076897818897,0.31700277822096634
76.3,2.1883725640056646,1.8767126753151326,0.31165988869053196
76.4,2.188658289754251,1.8822667034990435,0.30639158625520757
76.5,2.1889370267695023,1.8877396615288053,0.30119736524069696
76.60000000000001,2.1892089444137413,1.8931322408342055,0.29607670357953575
76.7,2.1894742080217298,1.8984451443631705,0.2910290636585593
76.80000000000001,2.1897329789927085,1.9036790858434633,0.2860538931492451
76.9,2.1899854148805207,1.9088347890598318,0.28115062582068884
77.0,2.1902316694818498,1.9139129871469178,0.27631868233493195
77.10000000000001,2.1904718929225875,1.918914421898127,0.2715574710244604
77.2,2.1907062317423898,1.9247770922395437,0.265929139502846
77.30000000000001,2.1909348289774235,1.9390425284180077,0.2518923005594158
